time,value
00:00:00,94
00:00:10,96
00:00:15,97
00:00:25,98
00:00:30,101
00:00:35,102
00:00:40,105
00:00:55,105
00:01:00,107
00:01:10,108
00:01:15,110
00:01:30,110
00:01:45,110
00:01:50,115
00:02:00,114
00:02:05,113
00:02:10,113
00:02:20,112
00:02:35,112
00:03:12,110
00:03:17,109
00:03:22,103
00:03:27,100
00:03:37,99
00:03:42,98
00:03:57,98
00:04:12,97
00:04:27,94
00:04:37,93
00:04:47,93
00:04:57,93
00:05:12,93
00:06:39,79
00:06:49,78
00:06:54,78
00:06:59,81
00:07:04,82
00:07:09,83
00:07:14,84
00:07:19,85
00:07:24,86
00:07:34,87
00:07:49,87
00:08:04,87
00:08:09,88
00:08:14,91
00:08:29,91
00:08:39,90
00:08:44,91
00:08:49,93
00:08:59,96
00:09:09,96
00:09:14,94
00:09:24,95
00:09:39,95
00:09:44,101
00:09:49,103
00:10:04,103
00:10:06,103
00:10:16,104
00:10:21,107
00:10:31,106
00:10:36,105
00:10:41,106
00:10:51,105
00:10:56,104
00:11:01,102
00:11:06,100
00:11:11,95
00:11:16,92
00:11:21,88
00:11:26,84
00:11:41,84
00:11:56,84
00:12:11,84
00:12:26,84
00:12:41,84
00:12:56,84
00:13:11,84
00:13:26,84
00:13:36,83
00:13:51,83
00:14:01,84
00:14:11,84
00:14:18,85
00:14:23,85
00:14:28,86
00:14:33,87
00:14:48,91
00:14:53,93
00:15:08,93
00:15:23,93
00:15:28,94
00:15:43,94
00:15:58,94
00:16:13,94
00:16:28,94
00:16:33,64
00:16:38,62
00:16:43,60
00:16:58,60
00:17:13,60
00:17:50,58
00:18:00,58
00:18:10,59
00:18:32,59
00:18:47,59
00:18:58,59
00:19:08,59
00:19:23,59
00:19:33,58
00:19:48,58
00:19:53,58
00:20:08,58
00:20:13,59
00:20:18,60
00:20:23,61
00:20:38,61
00:20:48,64
00:20:53,65
00:21:08,65
00:23:25,62
00:23:30,63
00:23:45,64
00:24:00,64
00:24:15,63
00:24:20,62
00:24:30,63
00:24:35,59
00:24:40,58
00:24:45,58
00:24:55,59
00:25:10,59
00:27:47,56
00:28:02,56
00:28:12,55
00:28:17,53
00:28:22,54
00:28:32,53
00:28:37,53
00:28:47,53
00:28:52,53
00:29:02,53
00:29:17,53
00:29:22,57
00:29:32,55
