time,value
00:38:02,70
00:51:36,70
00:51:41,70
00:51:47,70
00:57:44,70
00:57:49,70
00:57:54,70
00:57:59,70
00:58:05,70
00:58:10,69
00:58:15,76
00:58:20,76
00:58:25,75
00:58:30,58
00:58:35,58
00:58:50,59
00:59:05,59
00:59:15,60
00:59:25,60
00:59:35,60
00:59:45,59
01:00:00,59
01:00:05,60
01:00:20,60
01:00:25,59
01:00:40,59
01:01:21,60
01:01:26,61
01:01:41,61
01:01:56,61
01:02:01,61
01:02:16,61
01:02:21,63
01:02:26,64
01:02:31,65
01:02:36,67
01:02:41,67
01:02:51,68
01:03:01,69
01:03:06,70
01:03:21,70
01:04:23,60
01:04:38,56
01:04:43,55
01:04:48,55
01:04:53,54
01:05:03,56
01:05:18,56
01:05:45,70
01:05:55,56
01:06:00,58
01:06:10,59
01:06:15,58
01:06:20,57
01:06:30,56
01:06:40,54
01:06:55,54
01:07:00,55
01:07:05,59
01:07:10,58
01:07:15,57
01:07:25,58
01:07:40,58
01:07:50,59
01:07:55,60
01:08:05,61
01:08:10,59
01:08:20,58
01:08:25,58
01:08:30,58
01:08:45,58
01:08:55,59
01:09:00,59
01:09:07,59
01:09:12,58
01:09:17,57
01:09:32,57
01:09:42,57
01:09:47,57
01:09:52,56
01:09:57,57
01:10:02,58
01:10:07,60
01:10:12,61
01:10:17,61
01:10:32,61
01:10:47,61
01:11:02,61
01:12:34,55
01:12:39,57
01:12:44,57
01:12:54,55
01:12:59,54
01:13:04,56
01:13:09,55
01:13:19,56
01:13:24,55
01:13:29,58
01:13:34,55
01:13:39,54
01:13:44,53
01:13:54,53
01:14:04,54
01:14:09,56
01:14:19,55
01:14:24,54
01:14:29,53
01:14:39,52
01:14:49,52
01:14:54,54
01:14:59,53
01:15:04,53
01:15:19,53
01:15:34,53
01:15:49,53
01:15:51,53
01:16:06,55
01:16:11,55
01:16:21,54
01:16:26,54
01:16:41,54
01:16:56,54
01:17:11,54
01:17:26,54
01:17:41,54
01:19:58,63
01:20:13,63
01:20:23,65
01:20:28,66
01:20:33,64
01:20:38,66
01:20:43,62
01:20:53,63
01:21:08,63
01:21:13,59
01:21:23,56
01:21:28,55
01:21:38,54
01:21:43,55
01:21:48,55
01:21:53,56
01:21:58,55
01:22:03,56
01:22:08,55
01:22:23,55
01:22:33,55
01:22:38,53
01:22:48,54
01:22:58,55
01:23:03,58
01:23:08,57
01:23:15,58
01:23:20,56
01:23:35,55
01:23:40,54
01:23:45,57
01:23:50,56
01:23:55,54
01:24:00,54
01:24:10,54
01:24:15,53
01:24:20,54
01:24:25,54
01:24:35,53
01:24:40,54
01:24:55,54
01:25:10,54
01:25:15,55
01:25:25,56
01:25:40,56
01:25:55,56
01:26:00,61
01:26:05,58
01:26:20,58
01:26:25,58
01:26:40,58
01:26:55,58
01:26:57,58
01:27:12,58
01:27:27,58
01:27:42,59
01:27:47,60
01:27:52,59
01:28:02,58
01:28:17,58
01:28:22,58
01:28:27,60
01:28:32,58
01:28:37,57
01:28:52,57
01:30:29,55
01:30:44,55
01:30:49,55
01:31:04,55
01:31:19,55
01:31:29,56
01:31:34,55
01:31:39,54
01:31:44,53
01:31:59,53
01:32:14,53
01:32:19,54
01:32:24,54
01:32:34,54
01:32:39,53
01:32:44,55
01:32:59,55
01:33:14,55
01:33:19,55
01:33:29,57
01:33:44,57
01:33:49,54
01:33:54,53
01:33:59,53
01:34:14,53
01:34:16,53
01:34:21,54
01:34:26,53
01:34:36,52
01:34:41,51
01:34:51,50
01:35:01,52
01:35:06,51
01:35:11,51
01:35:16,51
01:35:21,53
01:35:26,54
01:35:41,54
01:35:51,52
01:35:56,52
01:36:01,51
01:36:06,50
01:36:16,49
01:36:31,49
01:37:33,52
01:37:43,53
01:37:58,54
01:38:13,54
01:38:18,53
01:38:23,53
01:38:33,54
01:38:38,53
01:38:43,52
01:38:48,51
01:39:03,51
01:39:18,51
01:39:28,51
01:39:43,51
01:39:53,50
01:40:08,50
01:41:25,48
01:41:40,48
01:41:55,48
01:42:10,48
01:42:20,49
01:42:25,50
01:42:35,50
01:42:45,49
01:42:50,48
01:43:05,48
01:43:20,48
01:43:30,49
01:43:40,48
01:43:45,49
01:44:00,49
01:44:05,50
01:44:10,49
01:44:15,49
01:44:20,49
01:44:35,49
01:44:45,48
01:45:00,48
01:45:05,49
01:45:20,49
01:45:30,48
01:45:45,48
01:45:55,49
01:46:02,49
01:46:12,48
01:46:27,49
01:46:32,48
01:46:47,48
01:46:57,49
01:47:07,50
01:47:12,57
01:47:17,59
01:47:22,59
01:47:27,57
01:47:32,56
01:47:37,54
01:47:42,52
01:47:47,51
01:47:52,50
01:48:02,49
01:48:17,49
01:48:27,50
01:48:32,49
01:48:37,48
01:48:52,48
01:48:57,48
01:49:02,51
01:49:07,51
01:49:12,51
01:49:17,50
01:49:24,50
01:49:29,49
01:49:44,49
01:49:59,49
01:50:14,48
01:50:19,50
01:50:24,59
01:50:29,61
01:50:34,58
01:50:39,57
01:50:44,55
01:50:49,54
01:50:54,53
01:50:59,51
01:51:04,50
01:51:09,49
01:51:24,49
01:51:39,49
01:51:49,51
01:51:59,50
01:52:14,50
01:52:29,50
01:52:39,49
01:52:54,49
01:52:56,49
01:53:11,49
01:53:26,49
01:53:36,50
01:53:51,50
01:53:56,50
01:54:01,49
01:54:16,49
01:54:21,48
01:54:26,49
01:54:36,55
01:54:41,54
01:54:46,53
01:54:51,52
01:55:01,51
01:55:06,50
01:55:16,49
01:55:31,49
01:55:36,51
01:55:51,51
01:56:01,50
01:56:16,50
01:56:21,49
01:56:36,49
01:56:46,48
01:56:51,49
01:56:58,49
01:57:03,50
01:57:08,52
01:57:13,53
01:57:18,52
01:57:28,51
01:57:33,50
01:57:43,49
01:57:58,49
01:58:13,49
01:58:28,49
01:58:33,50
01:58:48,50
01:58:58,50
01:59:03,50
01:59:08,48
01:59:13,47
01:59:28,47
01:59:33,48
01:59:48,48
02:00:03,49
02:00:08,50
02:00:23,50
02:00:38,50
02:00:48,49
02:01:03,49
02:01:05,49
02:01:20,49
02:01:35,49
02:01:50,49
02:02:05,49
02:02:20,50
02:02:35,50
02:02:50,50
02:03:05,50
02:03:10,49
02:03:25,49
02:03:40,50
02:03:55,50
02:05:48,50
02:06:03,51
02:06:18,51
02:06:23,50
02:06:38,50
02:06:53,50
02:07:08,50
02:07:23,50
02:07:38,50
02:07:43,52
02:07:53,51
02:07:58,50
02:08:08,49
02:08:18,50
02:08:23,49
02:08:38,49
02:08:53,49
02:09:08,49
02:09:13,49
02:09:28,49
02:09:43,49
02:09:58,50
02:10:13,50
02:10:28,50
02:10:43,50
02:10:46,50
02:11:01,50
02:11:11,50
02:11:16,50
02:11:21,50
02:11:26,49
02:11:41,49
02:11:56,49
02:12:06,50
02:12:21,50
02:12:36,50
02:12:51,50
02:13:06,50
02:13:21,50
02:14:38,50
02:14:53,50
02:15:03,49
02:15:18,49
02:15:33,49
02:15:38,50
02:15:53,50
02:15:58,51
02:16:03,52
02:16:13,51
02:16:28,51
02:16:38,50
02:16:43,51
02:16:53,52
02:17:08,52
02:17:23,51
02:17:38,51
02:17:53,51
02:17:58,52
02:18:03,52
02:18:18,52
02:18:28,53
02:18:43,53
02:18:48,51
02:19:03,51
02:19:05,51
02:19:20,50
02:19:25,50
02:19:30,50
02:19:40,50
02:19:45,50
02:19:55,50
02:20:05,50
02:20:10,49
02:20:20,49
02:20:25,50
02:20:40,50
02:20:50,51
02:21:05,51
02:21:20,50
02:21:25,49
02:21:35,49
02:21:40,50
02:21:55,50
02:22:10,50
02:22:15,50
02:22:20,50
02:22:30,49
02:22:35,50
02:22:40,50
02:22:45,50
02:22:52,52
02:23:02,51
02:23:17,50
02:23:32,50
02:23:47,50
02:23:57,50
02:24:12,50
02:24:22,50
02:24:37,50
02:26:24,49
02:26:29,49
02:26:34,50
02:26:49,50
02:26:59,50
02:27:09,50
02:27:24,50
02:27:39,50
02:27:44,50
02:27:49,50
02:27:54,49
02:28:04,49
02:28:14,49
02:28:19,49
02:28:24,49
02:28:39,49
02:28:54,49
02:29:09,50
02:29:24,50
02:29:39,50
02:29:54,50
02:30:32,50
02:30:47,49
02:30:52,50
02:31:07,50
02:31:12,50
02:31:17,49
02:31:22,50
02:31:32,50
02:31:37,50
02:31:42,50
02:31:47,50
02:31:57,50
02:32:02,49
02:32:12,50
02:32:27,50
02:34:19,49
02:34:34,49
02:34:49,49
02:34:54,50
02:34:59,49
02:35:14,49
02:35:24,49
02:35:29,48
02:35:44,48
02:35:59,48
02:36:04,49
02:36:09,49
02:36:24,49
02:36:34,49
02:36:39,49
02:36:49,49
02:36:59,49
02:37:14,49
02:37:24,50
02:37:34,49
02:37:39,49
02:37:44,49
02:37:49,48
02:38:04,48
02:38:09,49
02:38:19,49
02:38:26,49
02:38:41,50
02:38:46,50
02:39:01,50
02:39:11,49
02:39:26,49
02:39:41,49
02:39:56,50
02:40:11,49
02:42:18,48
02:42:23,49
02:42:38,49
02:42:48,49
02:42:53,48
02:42:58,49
02:43:03,49
02:43:13,48
02:43:23,48
02:43:28,48
02:43:43,48
02:43:48,49
02:43:53,49
02:43:58,49
02:44:13,49
02:44:23,49
02:44:28,49
02:44:43,49
02:46:10,49
02:46:15,49
