time,sleep
1492189620,1
1492189680,1
1492189740,1
1492189800,1
1492189860,2
1492189920,2
1492189980,2
1492190040,3
1492190100,3
1492190160,3
1492190220,3
1492190280,2
1492190340,1
1492190400,1
1492190460,1
1492190520,1
1492190580,1
1492190640,1
1492190700,1
1492190760,1
1492190820,1
1492190880,1
1492190940,1
1492191000,1
1492191060,1
1492191120,1
1492191180,1
1492191240,1
1492191300,1
1492191360,1
1492191420,1
1492191480,1
1492191540,1
1492191600,1
1492191660,1
1492191720,1
1492191780,1
1492191840,1
1492191900,1
1492191960,1
1492192020,1
1492192080,1
1492192140,1
1492192200,1
1492192260,1
1492192320,1
1492192380,1
1492192440,1
1492192500,1
1492192560,1
1492192620,1
1492192680,1
1492192740,1
1492192800,1
1492192860,1
1492192920,1
1492192980,1
1492193040,1
1492193100,1
1492193160,1
1492193220,1
1492193280,1
1492193340,1
1492193400,1
1492193460,1
1492193520,1
1492193580,1
1492193640,1
1492193700,1
1492193760,1
1492193820,1
1492193880,1
1492193940,1
1492194000,1
1492194060,1
1492194120,1
1492194180,1
1492194240,1
1492194300,1
1492194360,1
1492194420,1
1492194480,1
1492194540,1
1492194600,1
1492194660,1
1492194720,1
1492194780,1
1492194840,1
1492194900,1
1492194960,1
1492195020,1
1492195080,1
1492195140,1
1492195200,1
1492195260,1
1492195320,1
1492195380,1
1492195440,1
1492195500,1
1492195560,1
1492195620,1
1492195680,1
1492195740,1
1492195800,1
1492195860,1
1492195920,1
1492195980,1
1492196040,1
1492196100,1
1492196160,1
1492196220,1
1492196280,1
1492196340,1
1492196400,1
1492196460,1
1492196520,1
1492196580,1
1492196640,1
1492196700,1
1492196760,1
1492196820,1
1492196880,1
1492196940,1
1492197000,1
1492197060,1
1492197120,1
1492197180,1
1492197240,1
1492197300,1
1492197360,1
1492197420,1
1492197480,1
1492197540,1
1492197600,1
1492197660,1
1492197720,1
1492197780,1
1492197840,1
1492197900,1
1492197960,1
1492198020,1
1492198080,1
1492198140,1
1492198200,1
1492198260,1
1492198320,1
1492198380,1
1492198440,1
1492198500,1
1492198560,1
1492198620,1
1492198680,1
1492198740,1
1492198800,1
1492198860,1
1492198920,1
1492198980,1
1492199040,1
1492199100,1
1492199160,1
1492199220,1
1492199280,1
1492199340,1
1492199400,1
1492199460,1
1492199520,1
1492199580,1
1492199640,1
1492199700,1
1492199760,1
1492199820,1
1492199880,1
1492199940,1
1492200000,1
1492200060,1
1492200120,1
1492200180,1
1492200240,1
1492200300,1
1492200360,1
1492200420,1
1492200480,1
1492200540,1
1492200600,1
1492200660,1
1492200720,1
1492200780,1
1492200840,1
1492200900,1
1492200960,1
1492201020,1
1492201080,1
1492201140,1
1492201200,1
1492201260,1
1492201320,1
1492201380,1
1492201440,1
1492201500,1
1492201560,1
1492201620,1
1492201680,1
1492201740,1
1492201800,1
1492201860,1
1492201920,1
1492201980,1
1492202040,1
1492202100,1
1492202160,1
1492202220,1
1492202280,1
1492202340,1
1492202400,1
1492202460,1
1492202520,1
1492202580,1
1492202640,1
1492202700,2
1492202760,1
1492202820,1
1492202880,1
1492202940,1
1492203000,1
1492203060,1
1492203120,1
1492203180,1
1492203240,1
1492203300,1
1492203360,1
1492203420,1
1492203480,1
1492203540,1
1492203600,1
1492203660,1
1492203720,1
1492203780,1
1492203840,1
1492203900,1
1492203960,1
1492204020,1
1492204080,1
1492204140,1
1492204200,1
1492204260,1
1492204320,1
1492204380,1
1492204440,1
1492204500,1
1492204560,1
1492204620,1
1492204680,1
1492204740,1
1492204800,1
1492204860,1
1492204920,1
1492204980,1
1492205040,1
1492205100,1
1492205160,1
1492205220,1
1492205280,1
1492205340,1
1492205400,1
1492205460,1
1492205520,1
1492205580,1
1492205640,1
1492205700,1
1492205760,1
1492205820,1
1492205880,1
1492205940,1
1492206000,1
1492206060,1
1492206120,1
1492206180,1
1492206240,1
1492206300,1
1492206360,1
1492206420,1
1492206480,1
1492206540,1
1492206600,1
1492206660,1
1492206720,1
1492206780,1
1492206840,1
1492206900,1
1492206960,1
1492207020,1
1492207080,1
1492207140,1
1492207200,1
1492207260,1
1492207320,1
1492207380,1
1492207440,1
1492207500,1
1492207560,1
1492207620,1
1492207680,1
1492207740,1
1492207800,1
1492207860,1
1492207920,1
1492207980,2
1492208040,1
1492208100,1
1492208160,1
1492208220,2
1492208280,1
1492208340,1
1492208400,1
1492208460,1
1492208520,1
1492208580,1
1492208640,1
1492208700,1
1492208760,1
1492208820,1
1492208880,1
1492208940,1
1492209000,1
1492209060,1
1492209120,1
1492209180,1
1492209240,1
1492209300,1
1492209360,1
1492209420,1
1492209480,1
1492209540,1
1492209600,1
1492209660,1
1492209720,1
1492209780,1
1492209840,1
1492209900,1
1492209960,1
1492210020,1
1492210080,1
1492210140,1
1492210200,1
1492210260,1
1492210320,1
1492210380,1
1492210440,1
1492210500,1
1492210560,1
1492210620,1
1492210680,1
1492210740,1
1492210800,1
1492210860,1
1492210920,1
1492210980,1
1492211040,1
1492211100,1
1492211160,1
1492211220,1
1492211280,1
1492211340,1
1492211400,1
1492211460,1
1492211520,1
1492211580,1
1492211640,1
1492211700,1
1492211760,1
1492211820,1
1492211880,1
1492211940,1
1492212000,1
1492212060,1
1492212120,1
1492212180,1
1492212240,1
1492212300,1
1492212360,2
1492212420,2
1492212480,1
1492212540,1
1492212600,1
1492212660,2
1492212720,1
1492212780,2
1492212840,1
1492212900,1
1492212960,1
1492213020,1
1492213080,1
1492213140,1
1492213200,1
1492213260,1
1492213320,1
1492213380,1
1492213440,1
1492213500,1
1492213560,1
1492213620,1
1492213680,1
1492213740,1
1492213800,1
1492213860,1
1492213920,1
1492213980,1
1492214040,1
1492214100,1
1492214160,1
1492214220,1
1492214280,1
1492214340,1
1492214400,1
1492214460,1
1492214520,1
1492214580,1
1492214640,1
1492214700,1
1492214760,1
1492214820,1
1492214880,1
1492214940,1
1492215000,1
1492215060,1
1492215120,1
1492215180,1
1492215240,1
1492215300,1
1492215360,1
1492215420,1
1492215480,1
1492215540,1
1492215600,1
1492215660,1
1492215720,1
1492215780,1
1492215840,1
1492215900,1
1492215960,1
1492216020,1
1492216080,1
1492216140,1
1492216200,1
1492216260,1
1492216320,1
1492216380,1
1492216440,1
1492216500,1
1492216560,1
1492216620,1
1492216680,1
1492216740,1
1492216800,1
1492216860,1
1492216920,1
1492216980,1
1492217040,1
1492217100,1
1492217160,1
1492217220,1
1492217280,1
1492217340,1
1492217400,1
1492217460,1
1492217520,1
1492217580,1
1492217640,1
1492217700,1
1492217760,1
1492217820,1
1492217880,1
1492217940,1
1492218000,1
