time,sleep
1484984220,1
1484984280,1
1484984340,1
1484984400,1
1484984460,1
1484984520,1
1484984580,1
1484984640,1
1484984700,1
1484984760,1
1484984820,1
1484984880,1
1484984940,1
1484985000,2
1484985060,2
1484985120,2
1484985180,1
1484985240,1
1484985300,1
1484985360,1
1484985420,1
1484985480,1
1484985540,1
1484985600,1
1484985660,1
1484985720,1
1484985780,1
1484985840,1
1484985900,1
1484985960,1
1484986020,1
1484986080,1
1484986140,1
1484986200,1
1484986260,1
1484986320,1
1484986380,1
1484986440,1
1484986500,1
1484986560,1
1484986620,1
1484986680,1
1484986740,1
1484986800,1
1484986860,1
1484986920,1
1484986980,1
1484987040,1
1484987100,1
1484987160,1
1484987220,1
1484987280,1
1484987340,1
1484987400,1
1484987460,1
1484987520,1
1484987580,1
1484987640,1
1484987700,1
1484987760,1
1484987820,1
1484987880,1
1484987940,1
1484988000,1
1484988060,1
1484988120,1
1484988180,1
1484988240,1
1484988300,1
1484988360,1
1484988420,1
1484988480,1
1484988540,1
1484988600,1
1484988660,1
1484988720,1
1484988780,1
1484988840,1
