time,sleep
1491671940,1
1491672000,1
1491672060,2
1491672120,1
1491672180,1
1491672240,1
1491672300,1
1491672360,1
1491672420,1
1491672480,1
1491672540,1
1491672600,1
1491672660,1
1491672720,1
1491672780,1
1491672840,1
1491672900,1
1491672960,1
1491673020,1
1491673080,1
1491673140,1
1491673200,1
1491673260,1
1491673320,1
1491673380,1
1491673440,1
1491673500,1
1491673560,1
1491673620,1
1491673680,1
1491673740,1
1491673800,1
1491673860,1
1491673920,1
1491673980,1
1491674040,1
1491674100,1
1491674160,1
1491674220,1
1491674280,1
1491674340,1
1491674400,1
1491674460,1
1491674520,1
1491674580,1
1491674640,1
1491674700,1
1491674760,1
1491674820,1
1491674880,1
1491674940,1
1491675000,1
1491675060,1
1491675120,1
1491675180,1
1491675240,1
1491675300,1
1491675360,1
1491675420,1
1491675480,1
1491675540,1
1491675600,1
1491675660,1
1491675720,1
1491675780,1
1491675840,1
1491675900,1
1491675960,1
1491676020,1
1491676080,1
1491676140,1
1491676200,1
1491676260,1
1491676320,1
1491676380,1
1491676440,1
1491676500,1
1491676560,1
1491676620,1
1491676680,1
1491676740,1
1491676800,1
1491676860,1
1491676920,1
1491676980,1
1491677040,1
1491677100,1
1491677160,1
1491677220,1
1491677280,1
1491677340,2
1491677400,1
1491677460,1
1491677520,1
1491677580,1
1491677640,1
1491677700,1
1491677760,1
1491677820,1
1491677880,1
1491677940,1
1491678000,1
1491678060,2
1491678120,1
1491678180,1
1491678240,1
1491678300,1
1491678360,1
1491678420,1
1491678480,1
1491678540,1
1491678600,1
1491678660,1
1491678720,1
1491678780,1
1491678840,1
1491678900,1
1491678960,1
1491679020,1
1491679080,1
1491679140,1
1491679200,1
1491679260,1
1491679320,1
1491679380,1
1491679440,1
1491679500,1
1491679560,1
1491679620,1
1491679680,1
1491679740,1
1491679800,1
1491679860,1
1491679920,1
1491679980,1
1491680040,1
1491680100,1
1491680160,1
1491680220,1
1491680280,1
1491680340,1
1491680400,1
1491680460,1
1491680520,1
1491680580,1
1491680640,1
1491680700,1
1491680760,1
1491680820,1
1491680880,1
1491680940,1
1491681000,1
1491681060,1
1491681120,1
1491681180,1
1491681240,1
1491681300,1
1491681360,1
1491681420,1
1491681480,1
1491681540,1
1491681600,1
1491681660,1
1491681720,1
1491681780,1
1491681840,1
1491681900,1
1491681960,1
1491682020,1
1491682080,1
1491682140,1
1491682200,1
1491682260,1
1491682320,1
1491682380,1
1491682440,2
1491682500,1
1491682560,1
1491682620,1
1491682680,1
1491682740,1
1491682800,1
1491682860,1
1491682920,1
1491682980,1
1491683040,1
