time,sleep
1492799820,3
1492799880,2
1492799940,1
1492800000,1
1492800060,1
1492800120,1
1492800180,1
1492800240,1
1492800300,1
1492800360,1
1492800420,1
1492800480,1
1492800540,1
1492800600,1
1492800660,1
1492800720,1
1492800780,1
1492800840,1
1492800900,1
1492800960,1
1492801020,1
1492801080,1
1492801140,1
1492801200,1
1492801260,1
1492801320,1
1492801380,1
1492801440,1
1492801500,1
1492801560,1
1492801620,1
1492801680,1
1492801740,1
1492801800,1
1492801860,1
1492801920,1
1492801980,1
1492802040,1
1492802100,1
1492802160,1
1492802220,1
1492802280,1
1492802340,1
1492802400,1
1492802460,1
1492802520,1
1492802580,1
1492802640,1
1492802700,1
1492802760,1
1492802820,1
1492802880,1
1492802940,1
1492803000,1
1492803060,1
1492803120,1
1492803180,1
1492803240,1
1492803300,1
1492803360,1
1492803420,1
1492803480,1
1492803540,1
1492803600,1
1492803660,1
1492803720,1
1492803780,1
1492803840,1
1492803900,1
1492803960,1
1492804020,1
1492804080,1
1492804140,1
1492804200,1
1492804260,1
1492804320,1
1492804380,1
1492804440,1
1492804500,1
1492804560,1
1492804620,1
1492804680,1
1492804740,1
1492804800,1
1492804860,1
1492804920,1
1492804980,1
1492805040,1
1492805100,1
1492805160,1
1492805220,1
1492805280,1
1492805340,1
1492805400,1
1492805460,1
1492805520,1
1492805580,1
1492805640,1
1492805700,1
1492805760,1
1492805820,1
1492805880,1
1492805940,1
1492806000,1
1492806060,2
1492806120,1
1492806180,1
1492806240,1
1492806300,1
1492806360,1
1492806420,1
1492806480,1
1492806540,1
1492806600,1
1492806660,1
1492806720,1
1492806780,1
1492806840,1
1492806900,1
1492806960,1
1492807020,1
1492807080,1
1492807140,1
1492807200,1
1492807260,1
1492807320,1
1492807380,1
1492807440,1
1492807500,1
1492807560,1
1492807620,1
1492807680,1
1492807740,1
1492807800,1
1492807860,1
1492807920,1
1492807980,1
1492808040,1
1492808100,1
1492808160,1
1492808220,1
1492808280,1
1492808340,1
1492808400,1
1492808460,1
1492808520,1
1492808580,1
1492808640,1
1492808700,1
1492808760,1
1492808820,1
1492808880,1
1492808940,1
1492809000,1
1492809060,1
1492809120,1
1492809180,1
1492809240,1
1492809300,1
1492809360,1
1492809420,1
1492809480,1
1492809540,1
1492809600,1
1492809660,1
1492809720,1
1492809780,1
1492809840,1
1492809900,1
1492809960,1
1492810020,1
1492810080,1
1492810140,1
1492810200,1
1492810260,1
1492810320,1
1492810380,1
1492810440,1
1492810500,1
1492810560,1
1492810620,1
1492810680,1
1492810740,1
1492810800,1
1492810860,1
1492810920,1
1492810980,1
1492811040,1
1492811100,1
1492811160,1
1492811220,1
1492811280,1
1492811340,1
1492811400,1
1492811460,1
1492811520,1
1492811580,1
1492811640,1
1492811700,1
1492811760,1
1492811820,1
1492811880,1
1492811940,1
1492812000,1
1492812060,1
1492812120,1
1492812180,1
1492812240,1
1492812300,1
1492812360,1
1492812420,1
1492812480,1
1492812540,1
1492812600,1
1492812660,1
1492812720,1
1492812780,1
1492812840,1
1492812900,1
1492812960,1
1492813020,2
1492813080,1
1492813140,1
1492813200,1
1492813260,1
1492813320,1
1492813380,1
1492813440,1
1492813500,1
1492813560,1
1492813620,1
1492813680,1
1492813740,1
1492813800,1
1492813860,1
1492813920,1
1492813980,1
1492814040,1
1492814100,1
1492814160,1
1492814220,1
1492814280,1
1492814340,1
1492814400,1
1492814460,1
1492814520,1
1492814580,1
1492814640,1
1492814700,1
1492814760,1
1492814820,1
1492814880,1
1492814940,1
1492815000,1
1492815060,1
1492815120,1
1492815180,1
1492815240,1
1492815300,1
1492815360,1
1492815420,1
1492815480,1
1492815540,1
1492815600,1
1492815660,1
1492815720,1
1492815780,1
1492815840,1
1492815900,1
1492815960,1
1492816020,1
1492816080,1
1492816140,1
1492816200,1
1492816260,1
1492816320,1
1492816380,1
1492816440,1
1492816500,1
1492816560,1
1492816620,1
1492816680,1
1492816740,1
1492816800,1
1492816860,1
1492816920,1
1492816980,1
1492817040,1
1492817100,1
1492817160,1
1492817220,1
1492817280,1
1492817340,1
1492817400,1
1492817460,1
1492817520,1
1492817580,1
1492817640,1
1492817700,1
1492817760,1
1492817820,1
1492817880,1
1492817940,1
1492818000,1
1492818060,1
1492818120,1
1492818180,1
1492818240,1
1492818300,1
1492818360,1
1492818420,1
1492818480,1
1492818540,2
1492818600,2
1492818660,2
1492818720,2
1492818780,2
1492818840,2
1492818900,2
1492818960,1
