time,sleep
1490546100,2
1490546160,1
1490546220,1
1490546280,1
1490546340,1
1490546400,1
1490546460,1
1490546520,1
1490546580,1
1490546640,1
1490546700,2
1490546760,2
1490546820,2
1490546880,2
1490546940,3
1490547000,3
1490547060,3
1490547120,2
1490547180,1
1490547240,1
1490547300,1
1490547360,1
1490547420,1
1490547480,1
1490547540,2
1490547600,1
1490547660,1
1490547720,2
1490547780,1
1490547840,1
1490547900,1
1490547960,1
1490548020,1
1490548080,1
1490548140,1
1490548200,1
1490548260,1
1490548320,1
1490548380,1
1490548440,1
1490548500,1
1490548560,1
1490548620,1
1490548680,1
1490548740,1
1490548800,1
1490548860,1
1490548920,1
1490548980,1
1490549040,1
1490549100,1
1490549160,1
1490549220,1
1490549280,1
1490549340,1
1490549400,1
1490549460,1
1490549520,1
1490549580,1
1490549640,1
1490549700,1
1490549760,1
1490549820,1
1490549880,1
1490549940,1
1490550000,1
1490550060,1
1490550120,1
1490550180,1
1490550240,1
1490550300,1
1490550360,1
1490550420,1
1490550480,1
1490550540,1
1490550600,1
1490550660,1
1490550720,1
1490550780,1
1490550840,1
1490550900,1
1490550960,1
1490551020,1
1490551080,1
1490551140,1
1490551200,1
1490551260,1
1490551320,1
1490551380,1
1490551440,1
1490551500,1
1490551560,1
1490551620,1
1490551680,1
1490551740,1
1490551800,1
1490551860,1
1490551920,1
1490551980,1
1490552040,1
1490552100,1
1490552160,1
1490552220,1
1490552280,1
1490552340,1
1490552400,1
1490552460,1
1490552520,1
1490552580,1
1490552640,1
1490552700,1
1490552760,1
1490552820,1
1490552880,1
1490552940,1
1490553000,1
1490553060,1
1490553120,1
1490553180,1
1490553240,1
1490553300,1
1490553360,2
1490553420,1
1490553480,1
1490553540,1
1490553600,1
1490553660,1
1490553720,1
1490553780,1
1490553840,1
1490553900,1
1490553960,1
1490554020,1
1490554080,1
1490554140,1
1490554200,1
1490554260,1
1490554320,1
1490554380,1
1490554440,1
1490554500,1
1490554560,1
1490554620,1
1490554680,1
1490554740,1
1490554800,1
1490554860,1
1490554920,1
1490554980,1
1490555040,1
1490555100,1
1490555160,1
1490555220,1
1490555280,1
1490555340,1
1490555400,1
1490555460,1
1490555520,1
1490555580,1
1490555640,1
1490555700,1
1490555760,1
1490555820,1
1490555880,1
1490555940,1
1490556000,1
1490556060,1
1490556120,1
1490556180,1
1490556240,1
1490556300,1
1490556360,1
1490556420,1
1490556480,1
1490556540,1
1490556600,1
1490556660,1
1490556720,1
1490556780,1
1490556840,1
1490556900,1
1490556960,1
1490557020,1
1490557080,1
1490557140,1
1490557200,1
1490557260,1
1490557320,1
1490557380,1
1490557440,1
1490557500,1
1490557560,1
1490557620,1
1490557680,1
1490557740,1
1490557800,1
1490557860,1
1490557920,1
1490557980,1
1490558040,1
1490558100,1
1490558160,1
1490558220,1
1490558280,1
1490558340,1
1490558400,1
1490558460,1
1490558520,1
1490558580,1
1490558640,1
1490558700,1
1490558760,1
1490558820,1
1490558880,1
1490558940,1
1490559000,2
