time,value
00:00:17,68
00:00:27,69
00:00:42,69
00:00:47,69
00:00:52,69
00:01:02,70
00:01:17,70
00:01:32,70
00:01:47,71
00:01:57,70
00:02:02,71
00:02:17,71
00:02:32,71
00:02:47,71
00:02:52,72
00:03:07,72
00:03:22,72
00:03:37,72
00:03:42,72
00:03:57,72
00:04:12,73
00:04:34,70
00:04:49,69
00:04:59,69
00:05:04,69
00:05:14,69
00:05:24,68
00:05:29,67
00:05:44,67
00:05:54,65
00:05:59,66
00:06:09,65
00:06:19,67
00:06:24,69
00:06:39,69
00:06:54,69
00:07:09,68
00:07:24,68
00:07:39,68
00:07:54,68
00:08:09,69
00:08:24,67
00:08:34,68
00:08:49,68
00:08:59,67
00:09:07,63
00:09:22,63
00:09:27,62
00:09:32,60
00:09:37,61
00:09:42,62
00:09:47,65
00:09:52,68
00:10:02,68
00:10:17,68
00:10:32,68
00:10:42,69
00:10:57,69
00:11:02,69
00:11:07,69
00:11:17,69
00:11:22,67
00:11:27,65
00:11:37,64
00:11:47,63
00:12:02,63
00:12:17,63
00:12:32,63
00:12:42,63
00:12:57,63
00:13:02,61
00:13:07,59
00:13:14,59
00:13:29,59
00:13:34,62
00:13:44,63
00:13:59,63
00:14:14,63
00:14:29,63
00:14:34,62
00:14:39,61
00:14:44,58
00:14:54,57
00:14:59,58
00:15:14,58
00:15:19,58
00:15:29,59
00:15:34,60
00:15:49,60
00:15:54,62
00:16:04,65
00:16:09,66
00:16:14,66
00:16:29,66
00:16:39,66
00:16:49,67
00:16:59,67
00:17:09,67
00:17:16,67
00:17:31,67
00:17:36,66
00:17:51,66
00:17:56,67
00:18:11,67
00:18:26,67
00:18:31,66
00:18:36,66
00:18:41,65
00:18:51,63
00:18:56,61
00:19:11,61
00:19:26,61
00:19:41,61
00:19:46,60
00:20:01,60
00:20:16,60
00:20:31,60
00:21:54,59
00:21:59,58
00:22:14,58
00:22:29,58
00:22:44,58
00:22:49,59
00:23:04,59
00:23:19,58
00:23:34,58
00:23:49,58
00:23:59,59
00:24:09,58
00:24:14,59
00:24:29,59
00:24:44,58
00:24:59,58
00:25:09,58
00:25:14,58
00:25:29,58
00:25:44,58
00:25:54,59
00:25:59,61
00:26:04,62
00:26:11,62
00:26:21,63
00:26:26,64
00:26:36,65
00:26:41,66
00:26:56,67
00:27:11,67
00:27:26,67
00:27:31,67
00:27:46,67
00:28:01,67
00:28:16,67
00:28:31,60
00:28:41,59
00:28:56,59
00:29:11,59
00:31:04,57
00:31:09,57
00:31:24,57
00:31:29,57
00:31:44,57
00:31:49,58
00:31:54,58
00:32:04,59
00:32:19,62
00:32:24,63
00:32:29,65
00:32:39,66
00:32:54,66
00:33:04,67
00:33:14,67
00:33:19,67
00:33:29,66
00:33:44,66
00:33:59,66
00:34:04,64
00:34:09,65
00:34:14,64
00:34:29,64
00:34:34,61
00:34:49,61
00:34:59,61
00:35:06,60
00:35:11,57
00:35:26,57
00:35:41,57
00:35:56,57
00:36:11,57
