,calorieslevel,caloriesmets,time,calories,steps,heartrate
144,0,10,17040,1.1562000513076782,0,55
145,0,10,17160,1.1562000513076782,0,54
146,0,10,17280,1.1562000513076782,0,55
147,0,10,17340,1.1562000513076782,0,54
148,0,10,17400,1.1562000513076782,0,52
149,0,10,17460,1.1562000513076782,0,53
150,0,10,17580,1.1562000513076782,0,54
151,0,10,17640,1.1562000513076782,0,54
152,0,10,17940,1.1562000513076782,0,54
153,0,10,18000,1.1562000513076782,0,54
154,0,11,18060,1.2718199491500854,0,54
155,0,10,18120,1.1562000513076782,0,54
156,0,10,18180,1.1562000513076782,0,52
157,0,10,18240,1.1562000513076782,0,52
158,0,10,18300,1.1562000513076782,0,51
159,0,10,18360,1.1562000513076782,0,52
160,0,10,18480,1.1562000513076782,0,52
161,0,10,18540,1.1562000513076782,0,51
162,0,10,18600,1.1562000513076782,0,52
163,0,10,18720,1.1562000513076782,0,51
164,0,10,18780,1.1562000513076782,0,52
165,0,10,18900,1.1562000513076782,0,52
166,0,10,18960,1.1562000513076782,0,52
167,0,10,19140,1.1562000513076782,0,52
168,0,10,19200,1.1562000513076782,0,52
169,0,10,19260,1.1562000513076782,0,53
170,0,10,19320,1.1562000513076782,0,59
171,0,10,19380,1.1562000513076782,0,52
172,0,10,19740,1.1562000513076782,0,51
173,0,10,19920,1.1562000513076782,0,52
174,0,10,19980,1.1562000513076782,0,50
175,0,10,20040,1.1562000513076782,0,52
176,0,10,20100,1.1562000513076782,0,52
177,0,10,20220,1.1562000513076782,0,54
178,0,11,20340,1.2718199491500854,0,52
179,0,10,20400,1.1562000513076782,0,56
180,0,10,20460,1.1562000513076782,0,54
181,0,10,20640,1.1562000513076782,0,55
182,0,10,20880,1.1562000513076782,0,54
183,0,10,21060,1.1562000513076782,0,54
184,0,12,21240,1.3874399662017822,0,70
185,0,10,21360,1.1562000513076782,0,58
186,0,10,21540,1.1562000513076782,0,56
187,0,10,21600,1.1562000513076782,0,57
188,0,10,21720,1.1562000513076782,0,54
189,0,10,21780,1.1562000513076782,0,53
190,0,10,21900,1.1562000513076782,0,52
191,0,10,22020,1.1562000513076782,0,49
192,0,10,22080,1.1562000513076782,0,55
193,0,10,22140,1.1562000513076782,0,54
194,0,10,22200,1.1562000513076782,0,53
195,0,11,22260,1.2718199491500854,0,54
196,0,10,22320,1.1562000513076782,0,64
197,0,10,22620,1.1562000513076782,0,53
198,0,10,22680,1.1562000513076782,0,55
199,0,10,22740,1.1562000513076782,0,51
200,0,10,22800,1.1562000513076782,0,53
201,0,10,22980,1.1562000513076782,0,54
202,0,10,23040,1.1562000513076782,0,55
203,0,10,23100,1.1562000513076782,0,56
204,0,10,23160,1.1562000513076782,0,54
205,0,10,23340,1.1562000513076782,0,56
206,0,10,23400,1.1562000513076782,0,70
207,0,10,23580,1.1562000513076782,0,53
208,0,10,23640,1.1562000513076782,0,52
209,0,10,23700,1.1562000513076782,0,53
210,0,10,23700,1.1562000513076782,0,52
211,0,10,23880,1.1562000513076782,0,52
212,0,10,24000,1.1562000513076782,0,51
213,0,10,24120,1.1562000513076782,0,50
214,0,10,24180,1.1562000513076782,0,51
215,0,10,24240,1.1562000513076782,0,49
216,0,10,24480,1.1562000513076782,0,51
217,0,11,24600,1.2718199491500854,0,50
218,0,10,24660,1.1562000513076782,0,59
219,0,10,24720,1.1562000513076782,0,52
220,0,10,24780,1.1562000513076782,0,53
221,0,10,24960,1.1562000513076782,0,54
222,0,10,25080,1.1562000513076782,0,52
223,0,10,25200,1.1562000513076782,0,53
224,0,10,25260,1.1562000513076782,0,53
225,0,10,25380,1.1562000513076782,0,54
226,0,10,25500,1.1562000513076782,0,53
227,0,10,25620,1.1562000513076782,0,55
228,0,10,25800,1.1562000513076782,0,55
229,0,10,25860,1.1562000513076782,0,54
230,0,10,25980,1.1562000513076782,0,54
231,0,10,26040,1.1562000513076782,0,54
232,0,10,26100,1.1562000513076782,0,54
233,0,10,26280,1.1562000513076782,0,54
234,0,10,26340,1.1562000513076782,0,55
235,0,10,26460,1.1562000513076782,0,56
236,0,10,26520,1.1562000513076782,0,54
237,0,10,26580,1.1562000513076782,0,54
238,0,10,26640,1.1562000513076782,0,56
239,0,10,26760,1.1562000513076782,0,57
240,0,10,26820,1.1562000513076782,0,54
241,0,10,27000,1.1562000513076782,0,68
242,0,10,27120,1.1562000513076782,0,62
243,0,10,27180,1.1562000513076782,0,53
244,0,10,27300,1.1562000513076782,0,55
245,0,11,27360,1.2718199491500854,0,57
246,0,10,27480,1.1562000513076782,0,49
247,0,10,27540,1.1562000513076782,0,53
248,0,10,27600,1.1562000513076782,0,54
249,0,10,27660,1.1562000513076782,0,52
250,0,10,27720,1.1562000513076782,0,49
251,0,10,27780,1.1562000513076782,0,49
252,0,10,27840,1.1562000513076782,0,52
253,0,11,27900,1.2718199491500854,0,53
254,0,10,27960,1.1562000513076782,0,59
255,0,10,28020,1.1562000513076782,0,53
256,0,10,28080,1.1562000513076782,0,51
257,0,10,28080,1.1562000513076782,0,51
258,0,10,28200,1.1562000513076782,0,52
259,0,10,28320,1.1562000513076782,0,53
260,0,10,28380,1.1562000513076782,0,52
261,0,11,28440,1.2718199491500854,0,57
262,0,10,28500,1.1562000513076782,0,61
263,0,10,28560,1.1562000513076782,0,55
264,0,10,28620,1.1562000513076782,0,55
265,0,10,28680,1.1562000513076782,0,56
266,0,10,28740,1.1562000513076782,0,54
267,0,10,28800,1.1562000513076782,0,53
268,0,10,28860,1.1562000513076782,0,54
269,0,10,28920,1.1562000513076782,0,56
270,0,10,28980,1.1562000513076782,0,56
271,0,10,29040,1.1562000513076782,0,56
272,0,10,29100,1.1562000513076782,0,55
273,0,10,29160,1.1562000513076782,0,55
274,0,10,29280,1.1562000513076782,0,57
275,0,10,29340,1.1562000513076782,0,57
276,0,10,29400,1.1562000513076782,0,55
277,0,11,29460,1.2718199491500854,0,57
278,0,10,29520,1.1562000513076782,0,54
279,0,10,29580,1.1562000513076782,0,55
280,0,10,29640,1.1562000513076782,0,53
281,0,10,29700,1.1562000513076782,0,53
282,0,10,29880,1.1562000513076782,0,49
283,0,11,29940,1.2718199491500854,0,55
284,0,10,30000,1.1562000513076782,0,56
285,0,10,30120,1.1562000513076782,0,66
286,0,10,30240,1.1562000513076782,0,70
287,1,26,30300,3.006119966506958,13,63
288,1,26,30360,3.006119966506958,10,67
289,0,13,30420,1.503059983253479,0,73
290,0,10,30660,1.1562000513076782,0,58
291,0,10,30720,1.1562000513076782,0,57
292,1,30,31080,3.468600034713745,15,79
293,1,28,31140,3.237360000610352,9,86
294,1,32,31200,3.6998400688171382,18,83
295,0,10,31320,1.1562000513076782,0,72
296,0,10,31500,1.1562000513076782,0,62
297,0,11,31560,1.2718199491500854,0,56
298,0,10,31620,1.1562000513076782,0,54
299,0,11,31680,1.2718199491500854,0,62
300,0,11,31740,1.2718199491500854,0,60
301,0,11,32040,1.2718199491500854,0,66
302,1,26,32160,3.006119966506958,10,68
303,1,28,32220,3.237360000610352,14,70
304,1,62,32340,7.168439865112305,108,90
305,1,66,32400,7.630919933319093,118,107
306,1,60,32460,6.93720006942749,48,116
307,1,52,32580,6.012239933013916,34,111
308,0,13,32640,1.503059983253479,0,113
309,0,11,32820,1.2718199491500854,0,57
310,0,11,32940,1.2718199491500854,0,62
311,0,11,33180,1.2718199491500854,0,68
312,0,11,33960,1.2718199491500854,0,61
313,0,11,34200,1.2718199491500854,0,66
314,0,10,34260,1.1562000513076782,0,67
315,0,11,34320,1.2718199491500854,0,64
316,0,11,34380,1.2718199491500854,0,64
317,0,11,34440,1.2718199491500854,0,64
318,0,11,34500,1.2718199491500854,0,63
319,0,11,34560,1.2718199491500854,0,67
320,0,13,34740,1.503059983253479,0,73
321,0,13,34800,1.503059983253479,0,72
322,0,11,34860,1.2718199491500854,0,71
323,0,11,35160,1.2718199491500854,0,73
324,0,13,35280,1.503059983253479,0,72
325,0,10,35460,1.1562000513076782,0,62
326,0,11,35580,1.2718199491500854,0,69
327,0,11,35700,1.2718199491500854,0,72
328,0,13,35880,1.503059983253479,0,70
329,0,10,36000,1.1562000513076782,0,66
330,1,26,36120,3.006119966506958,7,69
331,0,13,36180,1.503059983253479,0,74
332,0,11,36240,1.2718199491500854,0,72
333,0,10,36300,1.1562000513076782,0,68
334,0,11,36360,1.2718199491500854,0,65
335,0,11,36360,1.2718199491500854,0,65
336,0,11,36420,1.2718199491500854,0,64
337,0,11,36480,1.2718199491500854,0,67
338,0,10,36780,1.1562000513076782,0,66
339,0,11,36840,1.2718199491500854,0,69
340,1,24,37080,2.7748799324035645,4,73
341,0,13,37200,1.503059983253479,0,80
342,0,13,37320,1.503059983253479,0,81
343,0,13,37380,1.503059983253479,0,79
344,0,13,37440,1.503059983253479,0,77
345,0,10,37500,1.1562000513076782,0,67
346,0,10,37560,1.1562000513076782,0,66
347,0,10,37620,1.1562000513076782,0,62
348,0,11,37800,1.2718199491500854,0,62
349,0,10,37860,1.1562000513076782,0,67
350,0,12,37920,1.3874399662017822,0,67
351,0,13,38280,1.503059983253479,0,66
352,0,10,38340,1.1562000513076782,0,78
353,0,10,38400,1.1562000513076782,0,64
354,0,11,38460,1.2718199491500854,0,65
355,0,11,38640,1.2718199491500854,0,60
356,0,11,38700,1.2718199491500854,0,60
357,0,11,39000,1.2718199491500854,0,69
358,0,11,39060,1.2718199491500854,0,65
359,0,11,39120,1.2718199491500854,0,69
360,0,11,39180,1.2718199491500854,0,67
361,0,10,39240,1.1562000513076782,0,65
362,0,11,39420,1.2718199491500854,0,64
363,0,10,39540,1.1562000513076782,0,68
364,0,10,39660,1.1562000513076782,0,62
365,0,11,39780,1.2718199491500854,0,64
366,0,11,39900,1.2718199491500854,0,62
367,0,11,39960,1.2718199491500854,0,76
368,0,11,40200,1.2718199491500854,0,67
369,0,10,40260,1.1562000513076782,0,63
370,0,10,40320,1.1562000513076782,0,60
371,0,11,40500,1.2718199491500854,0,61
372,0,11,40620,1.2718199491500854,0,57
373,0,11,40740,1.2718199491500854,0,64
374,0,11,40800,1.2718199491500854,0,71
375,0,10,41160,1.1562000513076782,0,62
376,0,10,41220,1.1562000513076782,0,60
377,0,10,41280,1.1562000513076782,0,63
378,0,13,41520,1.503059983253479,0,66
379,0,13,41640,1.503059983253479,0,70
380,0,10,42120,1.1562000513076782,0,59
381,0,11,42180,1.2718199491500854,0,64
382,0,11,42600,1.2718199491500854,0,61
383,0,10,42660,1.1562000513076782,0,65
384,0,11,42900,1.2718199491500854,0,62
385,0,13,43320,1.503059983253479,0,80
386,0,13,43380,1.503059983253479,0,81
387,0,13,43440,1.503059983253479,0,74
388,0,13,43560,1.503059983253479,0,74
389,1,28,43680,3.237360000610352,7,86
390,1,30,43740,3.468600034713745,10,77
391,1,38,43860,4.39355993270874,43,81
392,0,13,43920,1.503059983253479,0,90
393,0,12,44040,1.3874399662017822,0,78
394,0,13,44100,1.503059983253479,0,71
395,0,12,44160,1.3874399662017822,0,71
396,0,13,44520,1.503059983253479,0,106
397,0,13,44580,1.503059983253479,0,75
398,0,13,44640,1.503059983253479,0,66
399,0,13,44880,1.503059983253479,0,79
400,0,13,45000,1.503059983253479,0,75
401,0,13,45360,1.503059983253479,0,75
402,1,26,45420,3.006119966506958,6,81
403,0,13,45480,1.503059983253479,0,76
404,0,13,45600,1.503059983253479,0,75
405,0,13,45660,1.503059983253479,0,78
406,0,12,45960,1.3874399662017822,0,74
407,0,12,46140,1.3874399662017822,0,68
408,0,13,46560,1.503059983253479,0,75
409,0,13,46680,1.503059983253479,0,70
410,0,13,46740,1.503059983253479,0,75
411,0,12,46800,1.3874399662017822,0,75
412,1,26,46860,3.006119966506958,8,72
413,1,28,46920,3.237360000610352,16,72
414,1,36,46980,4.162320137023927,47,76
415,1,34,47100,3.931080102920532,20,89
416,1,46,47160,5.3185200691223145,76,84
417,1,42,47340,4.856040000915527,17,100
418,1,28,47400,3.237360000610352,0,99
419,0,13,47580,1.503059983253479,0,78
420,0,13,47880,1.503059983253479,0,80
421,0,10,47940,1.1562000513076782,0,70
422,0,11,48000,1.2718199491500854,0,66
423,0,11,48060,1.2718199491500854,0,67
424,0,13,48120,1.503059983253479,0,74
425,0,13,48240,1.503059983253479,0,72
426,0,13,48420,1.503059983253479,0,70
427,0,11,48540,1.2718199491500854,0,70
428,0,11,48660,1.2718199491500854,0,69
429,0,13,48780,1.503059983253479,0,71
430,1,24,48840,2.7748799324035645,6,69
431,1,24,48840,2.7748799324035645,6,69
432,1,26,48900,3.006119966506958,10,66
433,0,10,49140,1.1562000513076782,0,70
434,0,10,49200,1.1562000513076782,0,67
435,0,10,49260,1.1562000513076782,0,69
436,0,11,49380,1.2718199491500854,0,67
437,0,10,49500,1.1562000513076782,0,60
438,1,28,49620,3.237360000610352,20,67
439,0,13,49860,1.503059983253479,0,99
440,0,12,49920,1.3874399662017822,0,71
441,0,13,50100,1.503059983253479,0,73
442,1,32,50220,3.6998400688171382,21,82
443,1,40,50280,4.624800205230713,23,88
444,1,26,50340,3.006119966506958,3,99
445,0,13,50400,1.503059983253479,0,85
446,0,13,50520,1.503059983253479,0,82
447,1,34,50760,3.931080102920532,30,83
448,1,40,50880,4.624800205230713,65,80
449,1,30,50940,3.468600034713745,9,85
450,1,40,51000,4.624800205230713,59,87
451,1,28,51060,3.237360000610352,7,83
452,1,26,51120,3.006119966506958,4,83
453,1,44,51180,5.087279796600342,33,99
454,1,35,51360,4.04670000076294,0,102
455,0,13,51660,1.503059983253479,0,99
456,0,13,51720,1.503059983253479,0,78
457,1,30,51840,3.468600034713745,10,83
458,1,26,52320,3.006119966506958,5,75
459,0,13,52440,1.503059983253479,0,78
460,0,13,52560,1.503059983253479,0,76
461,0,13,52680,1.503059983253479,0,79
462,0,13,52740,1.503059983253479,0,82
463,0,12,52800,1.3874399662017822,0,82
464,0,13,52980,1.503059983253479,0,77
465,1,40,53040,4.624800205230713,57,75
466,1,60,53100,6.93720006942749,100,79
467,1,36,53160,4.162320137023927,41,84
468,1,38,53220,4.39355993270874,40,84
469,1,38,53280,4.39355993270874,33,91
470,1,40,53340,4.624800205230713,21,95
471,0,15,53400,1.7343000173568726,0,103
472,0,13,53460,1.503059983253479,0,75
473,2,52,53760,6.012239933013916,96,87
474,3,66,53820,7.630919933319093,97,89
475,2,48,53880,5.549759864807129,71,98
476,3,64,54000,7.399680137634277,112,108
477,2,44,54120,5.087279796600342,18,109
478,3,70,54360,8.093400001525879,115,118
479,2,54,54420,6.243480205535889,63,117
480,2,46,54480,5.3185200691223145,12,102
481,1,39,54540,4.509180068969727,0,109
482,2,46,54600,5.3185200691223145,32,106
483,1,66,54960,7.630919933319093,122,88
484,1,50,55020,5.7810001373291025,80,89
485,1,79,55080,9.13397979736328,137,95
486,0,13,55320,1.503059983253479,0,99
487,3,62,55440,7.168439865112305,114,85
488,3,68,55500,7.862160205841064,118,106
489,3,60,55620,6.93720006942749,100,108
490,2,58,55680,6.705959796905518,92,106
491,3,62,55800,7.168439865112305,110,106
492,3,64,55860,7.399680137634277,117,102
493,3,64,55920,7.399680137634277,119,93
494,3,72,56100,8.324640274047853,108,120
495,3,60,56220,6.93720006942749,81,124
496,2,51,56280,5.89661979675293,0,118
497,2,56,56340,6.474720001220702,65,113
498,3,60,56580,6.93720006942749,79,118
499,3,68,56820,7.862160205841064,106,122
500,2,58,56940,6.705959796905518,79,106
501,3,62,57060,7.168439865112305,103,107
502,3,64,57360,7.399680137634277,101,111
503,2,54,57420,6.243480205535889,70,110
504,2,44,57480,5.087279796600342,33,105
505,2,46,57540,5.3185200691223145,69,100
506,2,50,57600,5.7810001373291025,36,104
507,2,43,57660,4.971660137176514,0,110
508,2,48,57780,5.549759864807129,22,109
509,3,66,57960,7.630919933319093,94,119
510,3,70,58020,8.093400001525879,111,120
511,3,64,58080,7.399680137634277,112,118
512,3,89,58200,10.290180206298828,146,131
513,3,85,58380,9.827699661254883,148,135
514,3,79,58500,9.13397979736328,145,129
515,3,74,58560,8.555879592895508,114,129
516,3,72,58620,8.324640274047853,133,126
517,3,72,58740,8.324640274047853,50,134
518,3,83,58920,9.596460342407227,153,128
519,3,90,59040,10.405799865722656,130,149
520,3,89,59100,10.290180206298828,134,147
521,3,84,59160,9.712080001831056,99,146
522,3,78,59220,9.018360137939453,121,134
523,3,80,59340,9.249600410461426,1,144
524,0,11,59460,1.2718199491500854,0,127
525,3,62,59580,7.168439865112305,21,123
526,2,43,59640,4.971660137176514,0,114
527,1,35,59820,4.04670000076294,0,104
528,1,36,59880,4.162320137023927,9,96
529,1,43,60060,4.971660137176514,0,112
530,1,42,60240,4.856040000915527,4,107
531,0,13,60300,1.503059983253479,0,101
532,0,13,60600,1.503059983253479,0,76
533,1,34,60900,3.931080102920532,7,101
534,1,42,60960,4.856040000915527,5,96
535,0,15,61080,1.7343000173568726,0,93
536,1,40,61200,4.624800205230713,8,99
537,2,44,61320,5.087279796600342,7,105
538,2,48,61500,5.549759864807129,28,107
539,2,50,61560,5.7810001373291025,25,111
540,2,52,61680,6.012239933013916,10,112
541,2,47,61740,5.434140205383301,0,114
542,2,46,61800,5.3185200691223145,21,111
543,1,40,61920,4.624800205230713,22,106
544,0,13,61980,1.503059983253479,0,98
545,1,54,62160,6.243480205535889,84,85
546,1,42,62220,4.856040000915527,28,94
547,0,13,62580,1.503059983253479,0,82
548,0,12,62820,1.3874399662017822,0,72
549,0,10,63000,1.1562000513076782,0,62
550,0,10,63060,1.1562000513076782,0,62
551,0,10,63120,1.1562000513076782,0,63
552,1,36,63360,4.162320137023927,32,85
553,1,36,63420,4.162320137023927,17,88
554,1,31,63480,3.5842199325561523,0,98
555,1,35,63660,4.04670000076294,0,102
556,0,13,63780,1.503059983253479,0,99
557,1,26,63840,3.006119966506958,4,89
558,0,13,63960,1.503059983253479,0,82
559,0,13,64020,1.503059983253479,0,80
560,0,13,64200,1.503059983253479,0,82
561,0,13,64380,1.503059983253479,0,82
562,1,26,64440,3.006119966506958,8,74
563,0,15,64680,1.7343000173568726,0,96
564,1,30,64740,3.468600034713745,6,99
565,0,13,64920,1.503059983253479,0,85
566,0,13,64980,1.503059983253479,0,92
567,0,12,65100,1.3874399662017822,0,86
568,1,30,65160,3.468600034713745,10,82
569,0,13,65220,1.503059983253479,0,82
570,0,13,65340,1.503059983253479,0,84
571,0,13,65580,1.503059983253479,0,72
572,0,13,65820,1.503059983253479,0,86
573,1,30,65940,3.468600034713745,8,84
574,1,32,66060,3.6998400688171382,6,89
575,0,13,66120,1.503059983253479,0,93
576,0,13,66300,1.503059983253479,0,75
577,0,12,66360,1.3874399662017822,0,89
578,0,13,66480,1.503059983253479,0,93
579,1,40,66780,4.624800205230713,24,95
580,1,34,66840,3.931080102920532,10,95
581,0,12,66960,1.3874399662017822,0,92
582,0,13,67140,1.503059983253479,0,90
583,0,13,67260,1.503059983253479,0,89
584,0,12,67380,1.3874399662017822,0,93
585,0,13,67560,1.503059983253479,0,89
586,1,28,67620,3.237360000610352,0,97
587,0,15,67740,1.7343000173568726,0,97
588,0,12,67860,1.3874399662017822,0,88
589,0,13,67920,1.503059983253479,0,83
590,0,13,67980,1.503059983253479,0,83
591,0,13,68280,1.503059983253479,0,92
592,0,13,68400,1.503059983253479,0,89
593,1,34,68520,3.931080102920532,6,92
594,0,12,68640,1.3874399662017822,0,93
595,1,36,69240,4.162320137023927,21,89
596,1,42,69300,4.856040000915527,44,94
597,2,48,69420,5.549759864807129,52,106
598,2,46,69480,5.3185200691223145,20,110
599,1,29,69540,3.352979898452759,0,105
600,1,42,69600,4.856040000915527,34,98
601,2,48,69660,5.549759864807129,49,98
602,3,60,69780,6.93720006942749,94,112
603,2,58,69840,6.705959796905518,94,100
604,2,46,69960,5.3185200691223145,10,103
605,2,54,70020,6.243480205535889,11,116
606,1,35,70140,4.04670000076294,0,103
607,0,13,70200,1.503059983253479,0,97
608,1,42,70260,4.856040000915527,49,94
609,2,54,70320,6.243480205535889,83,98
610,3,62,70560,7.168439865112305,106,108
611,3,62,70620,7.168439865112305,108,107
612,3,70,70680,8.093400001525879,98,109
613,1,42,70800,4.856040000915527,52,103
614,1,42,70860,4.856040000915527,4,103
615,3,62,71100,7.168439865112305,107,109
616,3,64,71160,7.399680137634277,109,105
617,2,50,71280,5.7810001373291025,109,104
618,3,62,71340,7.168439865112305,108,108
619,3,62,71400,7.168439865112305,100,107
620,2,58,71460,6.705959796905518,72,113
621,1,42,71520,4.856040000915527,33,109
622,1,33,71580,3.8154599666595455,0,100
623,1,46,71760,5.3185200691223145,6,107
624,1,44,71820,5.087279796600342,6,110
625,1,36,71880,4.162320137023927,16,108
626,0,13,72180,1.503059983253479,0,73
627,0,13,72840,1.503059983253479,0,91
628,0,13,73140,1.503059983253479,0,95
629,0,12,73200,1.3874399662017822,0,84
630,0,13,73380,1.503059983253479,0,88
631,0,13,73500,1.503059983253479,0,90
632,1,30,73620,3.468600034713745,7,86
633,0,13,73740,1.503059983253479,0,90
634,1,38,73800,4.39355993270874,17,94
635,1,38,74100,4.39355993270874,5,101
636,0,13,74280,1.503059983253479,0,83
637,0,12,74340,1.3874399662017822,0,87
638,0,13,74460,1.503059983253479,0,86
639,0,13,74520,1.503059983253479,0,79
640,0,13,74580,1.503059983253479,0,80
641,0,13,74640,1.503059983253479,0,82
642,0,13,74700,1.503059983253479,0,84
