,time,heartrate,steps,calorieslevel,caloriesmets,calories
3274,04:32:30,54.0,,,,
3275,04:32:35,55.0,,,,
3276,04:32:40,56.0,,,,
3277,04:32:45,,,,,
3278,04:32:50,,,,,
3279,04:32:55,56.0,,,,
3280,04:33:00,,0.0,0.0,10.0,1.1562000513076782
3281,04:33:05,55.0,,,,
3282,04:33:10,,,,,
3283,04:33:15,56.0,,,,
3284,04:33:20,,,,,
3285,04:33:25,,,,,
3286,04:33:30,56.0,,,,
3287,04:33:35,,,,,
3288,04:33:40,,,,,
3289,04:33:45,56.0,,,,
3290,04:33:50,,,,,
3291,04:33:55,,,,,
3292,04:34:00,,0.0,0.0,10.0,1.1562000513076782
3293,04:34:05,54.0,,,,
3294,04:34:10,,,,,
3295,04:34:15,55.0,,,,
3296,04:34:20,54.0,,,,
3297,04:34:25,55.0,,,,
3298,04:34:30,,,,,
3299,04:34:35,,,,,
3300,04:34:40,55.0,,,,
3301,04:34:45,,,,,
3302,04:34:50,,,,,
3303,04:34:55,55.0,,,,
3304,04:35:00,,0.0,0.0,10.0,1.1562000513076782
3305,04:35:05,,,,,
3306,04:35:10,54.0,,,,
3307,04:35:15,,,,,
3308,04:35:20,55.0,,,,
3309,04:35:25,,,,,
3310,04:35:30,,,,,
3311,04:35:35,55.0,,,,
3312,04:35:40,56.0,,,,
3313,04:35:45,,,,,
3314,04:35:50,57.0,,,,
3315,04:35:55,56.0,,,,
3316,04:36:00,,0.0,0.0,10.0,1.1562000513076782
3317,04:36:05,54.0,,,,
3318,04:36:10,55.0,,,,
3319,04:36:15,56.0,,,,
3320,04:36:20,55.0,,,,
3321,04:36:25,,,,,
3322,04:36:30,,,,,
3323,04:36:35,55.0,,,,
3324,04:36:40,54.0,,,,
3325,04:36:45,55.0,,,,
3326,04:36:50,,,,,
3327,04:36:55,55.0,,,,
3328,04:37:00,,0.0,0.0,10.0,1.1562000513076782
3329,04:37:05,,,,,
3330,04:37:10,55.0,,,,
3331,04:37:15,56.0,,,,
3332,04:37:20,55.0,,,,
3333,04:37:25,,,,,
3334,04:37:30,,,,,
3335,04:37:35,55.0,,,,
3336,04:37:40,,,,,
3337,04:37:45,56.0,,,,
3338,04:37:50,,,,,
3339,04:37:55,55.0,,,,
3340,04:38:00,,0.0,0.0,10.0,1.1562000513076782
3341,04:38:05,,,,,
3342,04:38:10,55.0,,,,
3343,04:38:15,,,,,
3344,04:38:20,55.0,,,,
3345,04:38:25,,,,,
3346,04:38:30,,,,,
3347,04:38:35,55.0,,,,
3348,04:38:40,,,,,
3349,04:38:45,54.0,,,,
3350,04:38:50,55.0,,,,
3351,04:38:55,,,,,
3352,04:39:00,,0.0,0.0,10.0,1.1562000513076782
3353,04:39:05,55.0,,,,
3354,04:39:10,,,,,
3355,04:39:15,,,,,
3356,04:39:20,55.0,,,,
3357,04:39:25,56.0,,,,
3358,04:39:30,,,,,
3359,04:39:35,55.0,,,,
3360,04:39:40,,,,,
3361,04:39:45,,,,,
3362,04:39:50,55.0,,,,
3363,04:39:55,,,,,
3364,04:40:00,,0.0,0.0,10.0,1.1562000513076782
3365,04:40:05,55.0,,,,
3366,04:40:10,56.0,,,,
3367,04:40:15,,,,,
3368,04:40:20,,,,,
3369,04:40:25,56.0,,,,
3370,04:40:30,54.0,,,,
3371,04:40:35,53.0,,,,
3372,04:40:40,,,,,
3373,04:40:45,54.0,,,,
3374,04:40:50,55.0,,,,
3375,04:40:55,54.0,,,,
3376,04:41:00,,0.0,0.0,10.0,1.1562000513076782
3377,04:41:05,,,,,
3378,04:41:10,54.0,,,,
3379,04:41:15,,,,,
3380,04:41:20,53.0,,,,
3381,04:41:25,54.0,,,,
3382,04:41:30,55.0,,,,
3383,04:41:35,,,,,
3384,04:41:40,54.0,,,,
3385,04:41:45,,,,,
3386,04:41:50,,,,,
3387,04:41:55,54.0,,,,
3388,04:42:00,,0.0,0.0,10.0,1.1562000513076782
3389,04:42:05,55.0,,,,
3390,04:42:10,54.0,,,,
3391,04:42:15,,,,,
3392,04:42:20,55.0,,,,
3393,04:42:25,57.0,,,,
3394,04:42:30,56.0,,,,
3395,04:42:35,55.0,,,,
3396,04:42:40,54.0,,,,
3397,04:42:45,,,,,
3398,04:42:50,53.0,,,,
3399,04:42:55,53.0,,,,
3400,04:43:00,,0.0,0.0,10.0,1.1562000513076782
3401,04:43:05,54.0,,,,
3402,04:43:10,69.0,,,,
3403,04:43:15,75.0,,,,
3404,04:43:20,69.0,,,,
3405,04:43:25,63.0,,,,
3406,04:43:30,60.0,,,,
3407,04:43:35,58.0,,,,
3408,04:43:40,,,,,
3409,04:43:45,57.0,,,,
3410,04:43:50,,,,,
3411,04:43:55,56.0,,,,
3412,04:44:00,55.0,0.0,0.0,10.0,1.1562000513076782
3413,04:44:05,,,,,
3414,04:44:10,,,,,
3415,04:44:15,55.0,,,,
3416,04:44:20,54.0,,,,
3417,04:44:25,,,,,
3418,04:44:30,53.0,,,,
3419,04:44:35,,,,,
3420,04:44:40,54.0,,,,
3421,04:44:45,,,,,
3422,04:44:50,55.0,,,,
3423,04:44:55,,,,,
3424,04:45:00,,0.0,0.0,10.0,1.1562000513076782
3425,04:45:05,55.0,,,,
3426,04:45:10,54.0,,,,
3427,04:45:15,55.0,,,,
3428,04:45:20,54.0,,,,
3429,04:45:25,55.0,,,,
3430,04:45:30,,,,,
3431,04:45:35,54.0,,,,
3432,04:45:40,,,,,
3433,04:45:45,56.0,,,,
3434,04:45:50,55.0,,,,
3435,04:45:55,,,,,
3436,04:46:00,54.0,0.0,0.0,10.0,1.1562000513076782
3437,04:46:05,,,,,
3438,04:46:10,55.0,,,,
3439,04:46:15,54.0,,,,
3440,04:46:20,,,,,
3441,04:46:25,,,,,
3442,04:46:30,54.0,,,,
3443,04:46:35,,,,,
3444,04:46:40,,,,,
3445,04:46:45,54.0,,,,
3446,04:46:50,55.0,,,,
3447,04:46:55,,,,,
3448,04:47:00,,0.0,0.0,10.0,1.1562000513076782
3449,04:47:05,55.0,,,,
3450,04:47:10,,,,,
3451,04:47:15,,,,,
3452,04:47:20,55.0,,,,
3453,04:47:25,54.0,,,,
3454,04:47:30,,,,,
3455,04:47:35,,,,,
3456,04:47:40,54.0,,,,
3457,04:47:45,,,,,
3458,04:47:50,,,,,
3459,04:47:55,54.0,,,,
3460,04:48:00,55.0,0.0,0.0,10.0,1.1562000513076782
3461,04:48:05,,,,,
3462,04:48:10,54.0,,,,
3463,04:48:15,,,,,
3464,04:48:20,,,,,
3465,04:48:25,54.0,,,,
3466,04:48:30,,,,,
3467,04:48:35,55.0,,,,
3468,04:48:40,56.0,,,,
3469,04:48:45,,,,,
3470,04:48:50,55.0,,,,
3471,04:48:55,,,,,
3472,04:49:00,,0.0,0.0,10.0,1.1562000513076782
3473,04:49:05,,,,,
3474,04:49:10,53.0,,,,
3475,04:49:15,,,,,
3476,04:49:20,54.0,,,,
3477,04:49:25,55.0,,,,
3478,04:49:30,54.0,,,,
3479,04:49:35,,,,,
3480,04:49:40,53.0,,,,
3481,04:49:45,,,,,
3482,04:49:50,,,,,
3483,04:49:55,53.0,,,,
3484,04:50:00,,0.0,0.0,10.0,1.1562000513076782
3485,04:50:05,53.0,,,,
3486,04:50:10,54.0,,,,
3487,04:50:15,53.0,,,,
3488,04:50:20,,,,,
3489,04:50:25,,,,,
3490,04:50:30,53.0,,,,
3491,04:50:35,,,,,
3492,04:50:40,,,,,
3493,04:50:45,53.0,,,,
3494,04:50:50,,,,,
3495,04:50:55,,,,,
3496,04:51:00,,0.0,0.0,10.0,1.1562000513076782
3497,04:51:05,,,,,
3498,04:51:10,,,,,
3499,04:51:15,54.0,,,,
3500,04:51:20,,,,,
3501,04:51:25,53.0,,,,
3502,04:51:30,,,,,
3503,04:51:35,,,,,
3504,04:51:40,53.0,,,,
3505,04:51:45,53.0,,,,
3506,04:51:50,54.0,,,,
3507,04:51:55,,,,,
3508,04:52:00,,0.0,0.0,10.0,1.1562000513076782
3509,04:52:05,54.0,,,,
3510,04:52:05,54.0,,,,
3511,04:52:10,,,,,
3512,04:52:15,55.0,,,,
3513,04:52:20,54.0,,,,
3514,04:52:25,,,,,
3515,04:52:30,,,,,
3516,04:52:35,54.0,,,,
3517,04:52:40,53.0,,,,
3518,04:52:45,,,,,
3519,04:52:50,,,,,
3520,04:52:55,53.0,,,,
3521,04:53:00,54.0,0.0,0.0,10.0,1.1562000513076782
3522,04:53:05,,,,,
3523,04:53:10,,,,,
3524,04:53:15,54.0,,,,
3525,04:53:20,,,,,
3526,04:53:25,,,,,
3527,04:53:30,53.0,,,,
3528,04:53:35,54.0,,,,
3529,04:53:40,,,,,
3530,04:53:45,,,,,
3531,04:53:50,54.0,,,,
3532,04:53:55,55.0,,,,
3533,04:54:00,54.0,0.0,0.0,10.0,1.1562000513076782
3534,04:54:05,,,,,
3535,04:54:10,55.0,,,,
3536,04:54:15,,,,,
3537,04:54:20,54.0,,,,
3538,04:54:25,,,,,
3539,04:54:30,53.0,,,,
3540,04:54:35,,,,,
3541,04:54:40,,,,,
3542,04:54:45,53.0,,,,
3543,04:54:50,54.0,,,,
3544,04:54:55,,,,,
3545,04:55:00,,0.0,0.0,10.0,1.1562000513076782
3546,04:55:05,54.0,,,,
3547,04:55:10,54.0,,,,
3548,04:55:15,53.0,,,,
3549,04:55:20,,,,,
3550,04:55:25,54.0,,,,
3551,04:55:30,,,,,
3552,04:55:35,53.0,,,,
3553,04:55:40,54.0,,,,
3554,04:55:45,,,,,
3555,04:55:50,53.0,,,,
3556,04:55:55,54.0,,,,
3557,04:56:00,,0.0,0.0,10.0,1.1562000513076782
3558,04:56:05,54.0,,,,
3559,04:56:10,,,,,
3560,04:56:15,,,,,
3561,04:56:20,53.0,,,,
3562,04:56:25,,,,,
3563,04:56:30,54.0,,,,
3564,04:56:35,,,,,
3565,04:56:40,53.0,,,,
3566,04:56:45,54.0,,,,
3567,04:56:50,,,,,
3568,04:56:55,55.0,,,,
3569,04:57:00,,0.0,0.0,10.0,1.1562000513076782
3570,04:57:05,,,,,
3571,04:57:10,54.0,,,,
3572,04:57:15,,,,,
3573,04:57:20,53.0,,,,
3574,04:57:25,,,,,
3575,04:57:30,,,,,
3576,04:57:35,53.0,,,,
3577,04:57:40,,,,,
3578,04:57:45,,,,,
3579,04:57:50,53.0,,,,
3580,04:57:55,,,,,
3581,04:58:00,,0.0,0.0,10.0,1.1562000513076782
3582,04:58:05,53.0,,,,
3583,04:58:10,,,,,
3584,04:58:15,,,,,
3585,04:58:20,53.0,,,,
3586,04:58:25,,,,,
3587,04:58:30,,,,,
3588,04:58:35,53.0,,,,
3589,04:58:40,,,,,
3590,04:58:45,,,,,
3591,04:58:50,53.0,,,,
3592,04:58:55,,,,,
3593,04:59:00,,0.0,0.0,10.0,1.1562000513076782
3594,04:59:05,,,,,
3595,04:59:10,55.0,,,,
3596,04:59:15,,,,,
3597,04:59:20,,,,,
3598,04:59:25,55.0,,,,
3599,04:59:30,,,,,
3600,04:59:35,56.0,,,,
3601,04:59:40,55.0,,,,
3602,04:59:45,54.0,,,,
3603,04:59:50,,,,,
3604,04:59:55,53.0,,,,
3605,05:00:00,,0.0,0.0,10.0,1.1562000513076782
3606,05:00:05,,,,,
3607,05:00:10,,,,,
3608,05:00:15,54.0,,,,
3609,05:00:20,,,,,
3610,05:00:25,,,,,
3611,05:00:30,53.0,,,,
3612,05:00:35,,,,,
3613,05:00:40,,,,,
3614,05:00:45,54.0,,,,
3615,05:00:45,54.0,,,,
3616,05:00:50,55.0,,,,
3617,05:00:55,,,,,
3618,05:01:00,,0.0,0.0,11.0,1.2718199491500854
3619,05:01:05,,,,,
3620,05:01:10,53.0,,,,
3621,05:01:15,52.0,,,,
3622,05:01:20,,,,,
3623,05:01:25,53.0,,,,
3624,05:01:30,,,,,
3625,05:01:35,54.0,,,,
3626,05:01:40,,,,,
3627,05:01:45,54.0,,,,
3628,05:01:50,,,,,
3629,05:01:55,,,,,
3630,05:02:00,,0.0,0.0,10.0,1.1562000513076782
3631,05:02:05,61.0,,,,
3632,05:02:10,67.0,,,,
3633,05:02:15,60.0,,,,
3634,05:02:20,57.0,,,,
3635,05:02:25,58.0,,,,
3636,05:02:30,61.0,,,,
3637,05:02:35,59.0,,,,
3638,05:02:40,56.0,,,,
3639,05:02:45,55.0,,,,
3640,05:02:50,54.0,,,,
3641,05:02:55,53.0,,,,
3642,05:03:00,,0.0,0.0,10.0,1.1562000513076782
3643,05:03:05,,,,,
3644,05:03:10,,,,,
3645,05:03:15,52.0,,,,
3646,05:03:20,,,,,
3647,05:03:25,,,,,
3648,05:03:30,53.0,,,,
3649,05:03:35,,,,,
3650,05:03:40,,,,,
3651,05:03:45,52.0,,,,
3652,05:03:50,,,,,
3653,05:03:55,,,,,
3654,05:04:00,,0.0,0.0,10.0,1.1562000513076782
3655,05:04:05,52.0,,,,
3656,05:04:10,51.0,,,,
3657,05:04:15,52.0,,,,
3658,05:04:20,53.0,,,,
3659,05:04:25,52.0,,,,
3660,05:04:30,,,,,
3661,05:04:35,,,,,
3662,05:04:40,52.0,,,,
3663,05:04:45,51.0,,,,
3664,05:04:50,,,,,
3665,05:04:55,,,,,
3666,05:05:00,,0.0,0.0,10.0,1.1562000513076782
3667,05:05:05,50.0,,,,
3668,05:05:10,51.0,,,,
3669,05:05:15,52.0,,,,
3670,05:05:20,,,,,
3671,05:05:25,,,,,
3672,05:05:30,52.0,,,,
3673,05:05:35,,,,,
3674,05:05:40,,,,,
3675,05:05:45,52.0,,,,
3676,05:05:50,51.0,,,,
3677,05:05:55,,,,,
3678,05:06:00,,0.0,0.0,10.0,1.1562000513076782
3679,05:06:05,,,,,
3680,05:06:10,,,,,
3681,05:06:15,52.0,,,,
3682,05:06:20,51.0,,,,
3683,05:06:25,,,,,
3684,05:06:30,,,,,
3685,05:06:35,51.0,,,,
3686,05:06:40,52.0,,,,
3687,05:06:45,52.0,,,,
3688,05:06:50,51.0,,,,
3689,05:06:55,50.0,,,,
3690,05:07:00,,0.0,0.0,10.0,1.1562000513076782
3691,05:07:05,,,,,
3692,05:07:10,50.0,,,,
3693,05:07:15,,,,,
3694,05:07:20,51.0,,,,
3695,05:07:25,,,,,
3696,05:07:30,,,,,
3697,05:07:35,51.0,,,,
3698,05:07:40,51.0,,,,
3699,05:07:45,51.0,,,,
3700,05:07:50,53.0,,,,
3701,05:07:55,,,,,
3702,05:08:00,,0.0,0.0,10.0,1.1562000513076782
3703,05:08:05,,,,,
3704,05:08:10,,,,,
3705,05:08:15,52.0,,,,
3706,05:08:20,,,,,
3707,05:08:25,,,,,
3708,05:08:30,52.0,,,,
3709,05:08:35,,,,,
3710,05:08:40,,,,,
3711,05:08:45,51.0,,,,
3712,05:08:50,,,,,
3713,05:08:55,,,,,
3714,05:09:00,,0.0,0.0,10.0,1.1562000513076782
3715,05:09:05,51.0,,,,
3716,05:09:10,54.0,,,,
3717,05:09:15,56.0,,,,
3718,05:09:20,,,,,
3719,05:09:25,,,,,
3720,05:09:30,56.0,,,,
3721,05:09:35,54.0,,,,
3722,05:09:40,,,,,
3723,05:09:45,,,,,
3724,05:09:50,54.0,,,,
3725,05:09:55,,,,,
3726,05:10:00,,0.0,0.0,10.0,1.1562000513076782
3727,05:10:05,,,,,
3728,05:10:10,,,,,
3729,05:10:15,52.0,,,,
3730,05:10:20,53.0,,,,
3731,05:10:25,52.0,,,,
3732,05:10:30,,,,,
3733,05:10:35,51.0,,,,
3734,05:10:40,,,,,
3735,05:10:45,,,,,
3736,05:10:50,51.0,,,,
3737,05:10:55,,,,,
3738,05:11:00,,0.0,0.0,10.0,1.1562000513076782
3739,05:11:05,51.0,,,,
3740,05:11:10,51.0,,,,
3741,05:11:15,52.0,,,,
3742,05:11:20,51.0,,,,
3743,05:11:25,51.0,,,,
3744,05:11:30,,,,,
3745,05:11:35,,,,,
3746,05:11:40,52.0,,,,
3747,05:11:45,51.0,,,,
3748,05:11:50,,,,,
3749,05:11:55,,,,,
3750,05:12:00,51.0,0.0,0.0,10.0,1.1562000513076782
3751,05:12:05,,,,,
3752,05:12:10,,,,,
3753,05:12:15,51.0,,,,
3754,05:12:20,,,,,
3755,05:12:25,,,,,
3756,05:12:30,51.0,,,,
3757,05:12:35,,,,,
3758,05:12:40,,,,,
3759,05:12:45,51.0,,,,
3760,05:12:50,,,,,
3761,05:12:55,,,,,
3762,05:13:00,52.0,0.0,0.0,10.0,1.1562000513076782
3763,05:13:05,51.0,,,,
3764,05:13:10,52.0,,,,
3765,05:13:15,51.0,,,,
3766,05:13:20,,,,,
3767,05:13:25,,,,,
3768,05:13:30,51.0,,,,
3769,05:13:35,,,,,
3770,05:13:40,,,,,
3771,05:13:45,52.0,,,,
3772,05:13:50,52.0,,,,
3773,05:13:55,,,,,
3774,05:14:00,,0.0,0.0,10.0,1.1562000513076782
3775,05:14:05,52.0,,,,
3776,05:14:10,,,,,
3777,05:14:15,,,,,
3778,05:14:20,52.0,,,,
3779,05:14:25,,,,,
3780,05:14:30,,,,,
3781,05:14:35,52.0,,,,
3782,05:14:40,,,,,
3783,05:14:45,,,,,
3784,05:14:50,51.0,,,,
3785,05:14:55,53.0,,,,
3786,05:15:00,52.0,0.0,0.0,10.0,1.1562000513076782
3787,05:15:05,51.0,,,,
3788,05:15:10,,,,,
3789,05:15:15,,,,,
3790,05:15:20,51.0,,,,
3791,05:15:25,51.0,,,,
3792,05:15:30,,,,,
3793,05:15:35,50.0,,,,
3794,05:15:40,,,,,
3795,05:15:45,52.0,,,,
3796,05:15:50,,,,,
3797,05:15:55,,,,,
3798,05:16:00,,0.0,0.0,10.0,1.1562000513076782
3799,05:16:05,,,,,
3800,05:16:10,,,,,
3801,05:16:15,52.0,,,,
3802,05:16:20,,,,,
3803,05:16:25,,,,,
3804,05:16:30,52.0,,,,
3805,05:16:35,50.0,,,,
3806,05:16:40,,,,,
3807,05:16:45,,,,,
3808,05:16:50,50.0,,,,
3809,05:16:55,,,,,
3810,05:17:00,,0.0,0.0,10.0,1.1562000513076782
3811,05:17:05,51.0,,,,
3812,05:17:10,,,,,
3813,05:17:15,,,,,
3814,05:17:20,52.0,,,,
3815,05:17:25,,,,,
3816,05:17:30,,,,,
3817,05:17:35,53.0,,,,
3818,05:17:40,52.0,,,,
3819,05:17:45,,,,,
3820,05:17:50,51.0,,,,
3821,05:17:55,,,,,
3822,05:18:00,,0.0,0.0,10.0,1.1562000513076782
3823,05:18:05,51.0,,,,
3824,05:18:10,52.0,,,,
3825,05:18:15,53.0,,,,
3826,05:18:20,,,,,
3827,05:18:25,,,,,
3828,05:18:30,53.0,,,,
3829,05:18:35,,,,,
3830,05:18:40,,,,,
3831,05:18:45,53.0,,,,
3832,05:18:50,,,,,
3833,05:18:55,,,,,
3834,05:19:00,,0.0,0.0,10.0,1.1562000513076782
3835,05:19:05,54.0,,,,
3836,05:19:10,53.0,,,,
3837,05:19:15,53.0,,,,
3838,05:19:20,52.0,,,,
3839,05:19:25,,,,,
3840,05:19:30,,,,,
3841,05:19:35,52.0,,,,
3842,05:19:40,,,,,
3843,05:19:45,53.0,,,,
3844,05:19:50,54.0,,,,
3845,05:19:55,53.0,,,,
3846,05:20:00,,0.0,0.0,10.0,1.1562000513076782
3847,05:20:05,51.0,,,,
3848,05:20:10,,,,,
3849,05:20:15,,,,,
3850,05:20:20,51.0,,,,
3851,05:20:25,54.0,,,,
3852,05:20:30,,,,,
3853,05:20:35,,,,,
3854,05:20:40,54.0,,,,
3855,05:20:45,53.0,,,,
3856,05:20:50,,,,,
3857,05:20:55,,,,,
3858,05:21:00,,0.0,0.0,10.0,1.1562000513076782
3859,05:21:05,,,,,
3860,05:21:10,53.0,,,,
3861,05:21:15,,,,,
3862,05:21:20,,,,,
3863,05:21:25,53.0,,,,
3864,05:21:30,69.0,,,,
3865,05:21:35,67.0,,,,
3866,05:21:40,67.0,,,,
3867,05:21:45,65.0,,,,
3868,05:21:50,63.0,,,,
3869,05:21:55,61.0,,,,
3870,05:22:00,,0.0,0.0,10.0,1.1562000513076782
3871,05:22:05,57.0,,,,
3872,05:22:10,55.0,,,,
3873,05:22:15,,,,,
3874,05:22:20,54.0,,,,
3875,05:22:25,53.0,,,,
3876,05:22:30,52.0,,,,
3877,05:22:35,,,,,
3878,05:22:40,51.0,,,,
3879,05:22:45,,,,,
3880,05:22:50,53.0,,,,
3881,05:22:55,,,,,
3882,05:23:00,,0.0,0.0,10.0,1.1562000513076782
3883,05:23:05,,,,,
3884,05:23:10,,,,,
3885,05:23:15,52.0,,,,
3886,05:23:20,,,,,
3887,05:23:25,51.0,,,,
3888,05:23:30,,,,,
3889,05:23:35,53.0,,,,
3890,05:23:40,,,,,
3891,05:23:45,52.0,,,,
3892,05:23:50,,,,,
3893,05:23:55,51.0,,,,
3894,05:24:00,,0.0,0.0,10.0,1.1562000513076782
3895,05:24:05,,,,,
3896,05:24:10,51.0,,,,
3897,05:24:15,,,,,
3898,05:24:20,,,,,
3899,05:24:25,51.0,,,,
3900,05:24:30,,,,,
3901,05:24:35,,,,,
3902,05:24:40,51.0,,,,
3903,05:24:45,52.0,,,,
3904,05:24:50,,,,,
3905,05:24:55,53.0,,,,
3906,05:25:00,,0.0,0.0,10.0,1.1562000513076782
3907,05:25:05,54.0,,,,
3908,05:25:10,53.0,,,,
3909,05:25:15,52.0,,,,
3910,05:25:20,,,,,
3911,05:25:25,,,,,
3912,05:25:30,52.0,,,,
3913,05:25:35,,,,,
3914,05:25:40,53.0,,,,
3915,05:25:45,,,,,
3916,05:25:50,52.0,,,,
3917,05:25:55,,,,,
3918,05:26:00,,0.0,0.0,10.0,1.1562000513076782
3919,05:26:05,52.0,,,,
3920,05:26:10,,,,,
3921,05:26:15,,,,,
3922,05:26:20,51.0,,,,
3923,05:26:25,52.0,,,,
3924,05:26:30,,,,,
3925,05:26:35,,,,,
3926,05:26:40,52.0,,,,
3927,05:26:40,53.0,,,,
3928,05:26:45,,,,,
3929,05:26:50,,,,,
3930,05:26:55,52.0,,,,
3931,05:27:00,,0.0,0.0,10.0,1.1562000513076782
3932,05:27:05,,,,,
3933,05:27:10,52.0,,,,
3934,05:27:15,53.0,,,,
3935,05:27:20,,,,,
3936,05:27:25,52.0,,,,
3937,05:27:30,,,,,
3938,05:27:35,53.0,,,,
3939,05:27:40,52.0,,,,
3940,05:27:45,,,,,
3941,05:27:50,,,,,
3942,05:27:55,52.0,,,,
3943,05:28:00,,0.0,0.0,10.0,1.1562000513076782
3944,05:28:05,53.0,,,,
3945,05:28:10,52.0,,,,
3946,05:28:15,,,,,
3947,05:28:20,53.0,,,,
3948,05:28:25,52.0,,,,
3949,05:28:30,,,,,
3950,05:28:35,,,,,
3951,05:28:40,52.0,,,,
3952,05:28:45,,,,,
3953,05:28:50,52.0,,,,
3954,05:28:55,,,,,
3955,05:29:00,,0.0,0.0,10.0,1.1562000513076782
3956,05:29:05,52.0,,,,
3957,05:29:10,53.0,,,,
3958,05:29:15,52.0,,,,
3959,05:29:20,,,,,
3960,05:29:25,51.0,,,,
3961,05:29:30,,,,,
3962,05:29:35,,,,,
3963,05:29:40,51.0,,,,
3964,05:29:45,,,,,
3965,05:29:50,,,,,
3966,05:29:55,51.0,,,,
3967,05:30:00,,0.0,0.0,10.0,1.1562000513076782
3968,05:30:05,,,,,
3969,05:30:10,51.0,,,,
3970,05:30:15,,,,,
3971,05:30:20,,,,,
3972,05:30:25,51.0,,,,
3973,05:30:30,,,,,
3974,05:30:35,53.0,,,,
3975,05:30:40,52.0,,,,
3976,05:30:45,52.0,,,,
3977,05:30:50,51.0,,,,
3978,05:30:55,,,,,
3979,05:31:00,,0.0,0.0,10.0,1.1562000513076782
3980,05:31:05,51.0,,,,
3981,05:31:10,,,,,
3982,05:31:15,,,,,
3983,05:31:20,51.0,,,,
3984,05:31:25,,,,,
3985,05:31:30,,,,,
3986,05:31:35,51.0,,,,
3987,05:31:40,,,,,
3988,05:31:45,52.0,,,,
3989,05:31:50,,,,,
3990,05:31:55,,,,,
3991,05:32:00,52.0,0.0,0.0,10.0,1.1562000513076782
3992,05:32:05,,,,,
3993,05:32:10,52.0,,,,
3994,05:32:15,,,,,
3995,05:32:20,,,,,
3996,05:32:25,52.0,,,,
3997,05:32:30,,,,,
3998,05:32:35,,,,,
3999,05:32:40,51.0,,,,
4000,05:32:45,50.0,,,,
4001,05:32:50,,,,,
4002,05:32:55,,,,,
4003,05:33:00,50.0,0.0,0.0,10.0,1.1562000513076782
4004,05:33:05,,,,,
4005,05:33:10,52.0,,,,
4006,05:33:15,51.0,,,,
4007,05:33:20,,,,,
4008,05:33:25,,,,,
4009,05:33:30,51.0,,,,
4010,05:33:35,,,,,
4011,05:33:40,,,,,
4012,05:33:45,51.0,,,,
4013,05:33:50,,,,,
4014,05:33:55,,,,,
4015,05:34:00,52.0,0.0,0.0,10.0,1.1562000513076782
4016,05:34:05,51.0,,,,
4017,05:34:10,,,,,
4018,05:34:15,,,,,
4019,05:34:20,51.0,,,,
4020,05:34:25,,,,,
4021,05:34:30,,,,,
4022,05:34:35,51.0,,,,
4023,05:34:40,52.0,,,,
4024,05:34:45,53.0,,,,
4025,05:34:50,52.0,,,,
4026,05:34:55,,,,,
4027,05:35:00,,0.0,0.0,10.0,1.1562000513076782
4028,05:35:05,,,,,
4029,05:35:10,,,,,
4030,05:35:15,51.0,,,,
4031,05:35:20,,,,,
4032,05:35:25,,,,,
4033,05:35:30,51.0,,,,
4034,05:35:35,,,,,
4035,05:35:40,,,,,
4036,05:35:45,51.0,,,,
4037,05:35:50,52.0,,,,
4038,05:35:55,,,,,
4039,05:36:00,,0.0,0.0,10.0,1.1562000513076782
4040,05:36:05,51.0,,,,
4041,05:36:10,52.0,,,,
4042,05:36:15,,,,,
4043,05:36:20,51.0,,,,
4044,05:36:25,,,,,
4045,05:36:30,,,,,
4046,05:36:35,51.0,,,,
4047,05:36:40,,,,,
4048,05:36:45,,,,,
4049,05:36:50,51.0,,,,
4050,05:36:55,53.0,,,,
4051,05:37:00,,0.0,0.0,10.0,1.1562000513076782
4052,05:37:05,53.0,,,,
4053,05:37:10,,,,,
4054,05:37:15,52.0,,,,
4055,05:37:20,51.0,,,,
4056,05:37:25,,,,,
4057,05:37:30,,,,,
4058,05:37:35,51.0,,,,
4059,05:37:40,,,,,
4060,05:37:45,,,,,
4061,05:37:50,51.0,,,,
4062,05:37:55,,,,,
4063,05:38:00,,0.0,0.0,10.0,1.1562000513076782
4064,05:38:05,52.0,,,,
4065,05:38:10,52.0,,,,
4066,05:38:15,,,,,
4067,05:38:20,51.0,,,,
4068,05:38:25,,,,,
4069,05:38:30,52.0,,,,
4070,05:38:35,51.0,,,,
4071,05:38:40,,,,,
4072,05:38:45,,,,,
4073,05:38:50,51.0,,,,
4074,05:38:55,,,,,
4075,05:39:00,,0.0,0.0,11.0,1.2718199491500854
4076,05:39:05,52.0,,,,
4077,05:39:10,,,,,
4078,05:39:15,,,,,
4079,05:39:20,52.0,,,,
4080,05:39:25,,,,,
4081,05:39:30,53.0,,,,
4082,05:39:35,58.0,,,,
4083,05:39:40,57.0,,,,
4084,05:39:45,58.0,,,,
4085,05:39:50,57.0,,,,
4086,05:39:55,,,,,
4087,05:40:00,56.0,0.0,0.0,10.0,1.1562000513076782
4088,05:40:05,57.0,,,,
4089,05:40:10,56.0,,,,
4090,05:40:15,55.0,,,,
4091,05:40:20,,,,,
4092,05:40:25,,,,,
4093,05:40:30,55.0,,,,
4094,05:40:35,,,,,
4095,05:40:40,55.0,,,,
4096,05:40:45,,,,,
4097,05:40:50,56.0,,,,
4098,05:40:55,55.0,,,,
4099,05:41:00,54.0,0.0,0.0,10.0,1.1562000513076782
