,time,heartrate,steps,calorieslevel,caloriesmets,calories
0,00:00:00,,0.0,0.0,11.0,1.2718199491500854
1,00:00:05,,,,,
2,00:00:10,,,,,
3,00:00:15,,,,,
4,00:00:20,68.0,,,,
5,00:00:25,,,,,
6,00:00:30,69.0,,,,
7,00:00:35,,,,,
8,00:00:40,,,,,
9,00:00:45,69.0,,,,
10,00:00:50,69.0,,,,
11,00:00:55,69.0,,,,
12,00:01:00,,0.0,0.0,12.0,1.3874399662017822
13,00:01:05,70.0,,,,
14,00:01:10,,,,,
15,00:01:15,,,,,
16,00:01:20,70.0,,,,
17,00:01:25,,,,,
18,00:01:30,,,,,
19,00:01:35,70.0,,,,
20,00:01:40,,,,,
21,00:01:45,,,,,
22,00:01:50,71.0,,,,
23,00:01:55,,,,,
24,00:02:00,,0.0,0.0,13.0,1.503059983253479
25,00:02:05,71.0,,,,
26,00:02:10,,,,,
27,00:02:15,,,,,
28,00:02:20,71.0,,,,
29,00:02:25,,,,,
30,00:02:30,,,,,
31,00:02:35,71.0,,,,
32,00:02:40,,,,,
33,00:02:45,,,,,
34,00:02:50,71.0,,,,
35,00:02:55,72.0,,,,
36,00:03:00,,0.0,0.0,12.0,1.3874399662017822
37,00:03:05,,,,,
38,00:03:10,72.0,,,,
39,00:03:15,,,,,
40,00:03:20,,,,,
41,00:03:25,72.0,,,,
42,00:03:30,,,,,
43,00:03:35,,,,,
44,00:03:40,72.0,,,,
45,00:03:45,72.0,,,,
46,00:03:50,,,,,
47,00:03:55,,,,,
48,00:04:00,,0.0,0.0,13.0,1.503059983253479
49,00:04:05,,,,,
50,00:04:10,,,,,
51,00:04:15,73.0,,,,
52,00:04:20,,,,,
53,00:04:25,,,,,
54,00:04:30,,,,,
55,00:04:35,70.0,,,,
56,00:04:40,,,,,
57,00:04:45,,,,,
58,00:04:50,69.0,,,,
59,00:04:55,,,,,
60,00:05:00,,0.0,0.0,11.0,1.2718199491500854
61,00:05:05,69.0,,,,
62,00:05:10,,,,,
63,00:05:15,69.0,,,,
64,00:05:20,,,,,
65,00:05:25,68.0,,,,
66,00:05:30,67.0,,,,
67,00:05:35,,,,,
68,00:05:40,,,,,
69,00:05:45,67.0,,,,
70,00:05:50,,,,,
71,00:05:55,65.0,,,,
72,00:06:00,,0.0,0.0,11.0,1.2718199491500854
73,00:06:05,,,,,
74,00:06:10,65.0,,,,
75,00:06:15,,,,,
76,00:06:20,67.0,,,,
77,00:06:25,69.0,,,,
78,00:06:30,,,,,
79,00:06:35,,,,,
80,00:06:40,69.0,,,,
81,00:06:45,,,,,
82,00:06:50,,,,,
83,00:06:55,69.0,,,,
84,00:07:00,,0.0,0.0,11.0,1.2718199491500854
85,00:07:05,,,,,
86,00:07:10,68.0,,,,
87,00:07:15,,,,,
88,00:07:20,,,,,
89,00:07:25,68.0,,,,
90,00:07:30,,,,,
91,00:07:35,,,,,
92,00:07:40,68.0,,,,
93,00:07:45,,,,,
94,00:07:50,,,,,
95,00:07:55,68.0,,,,
96,00:08:00,,0.0,0.0,11.0,1.2718199491500854
97,00:08:05,,,,,
98,00:08:10,69.0,,,,
99,00:08:15,,,,,
100,00:08:20,,,,,
101,00:08:25,67.0,,,,
102,00:08:30,,,,,
103,00:08:35,68.0,,,,
104,00:08:40,,,,,
105,00:08:45,,,,,
106,00:08:50,68.0,,,,
107,00:08:55,,,,,
108,00:09:00,,4.0,1.0,24.0,2.7748799324035645
109,00:09:05,,,,,
110,00:09:10,63.0,,,,
111,00:09:15,,,,,
112,00:09:20,,,,,
113,00:09:25,63.0,,,,
114,00:09:30,62.0,,,,
115,00:09:35,60.0,,,,
116,00:09:40,61.0,,,,
117,00:09:45,62.0,,,,
118,00:09:50,65.0,,,,
119,00:09:55,68.0,,,,
120,00:10:00,,0.0,0.0,11.0,1.2718199491500854
121,00:10:05,68.0,,,,
122,00:10:10,,,,,
123,00:10:15,,,,,
124,00:10:20,68.0,,,,
125,00:10:25,,,,,
126,00:10:30,,,,,
127,00:10:35,68.0,,,,
128,00:10:40,,,,,
129,00:10:45,69.0,,,,
130,00:10:50,,,,,
131,00:10:55,,,,,
132,00:11:00,,0.0,0.0,11.0,1.2718199491500854
133,00:11:05,69.0,,,,
134,00:11:10,69.0,,,,
135,00:11:15,,,,,
136,00:11:20,69.0,,,,
137,00:11:25,67.0,,,,
138,00:11:30,65.0,,,,
139,00:11:35,,,,,
140,00:11:40,64.0,,,,
141,00:11:45,,,,,
142,00:11:50,63.0,,,,
143,00:11:55,,,,,
144,00:12:00,,0.0,0.0,11.0,1.2718199491500854
145,00:12:05,63.0,,,,
146,00:12:10,,,,,
147,00:12:15,,,,,
148,00:12:20,63.0,,,,
149,00:12:25,,,,,
150,00:12:30,,,,,
151,00:12:35,63.0,,,,
152,00:12:40,,,,,
153,00:12:45,63.0,,,,
154,00:12:50,,,,,
155,00:12:55,,,,,
156,00:13:00,,0.0,0.0,11.0,1.2718199491500854
157,00:13:05,61.0,,,,
158,00:13:10,59.0,,,,
159,00:13:15,59.0,,,,
160,00:13:20,,,,,
161,00:13:25,,,,,
162,00:13:30,59.0,,,,
163,00:13:35,62.0,,,,
164,00:13:40,,,,,
165,00:13:45,63.0,,,,
166,00:13:50,,,,,
167,00:13:55,,,,,
168,00:14:00,,0.0,0.0,11.0,1.2718199491500854
169,00:14:05,,,,,
170,00:14:10,,,,,
171,00:14:15,63.0,,,,
172,00:14:20,,,,,
173,00:14:25,,,,,
174,00:14:30,63.0,,,,
175,00:14:35,62.0,,,,
176,00:14:40,61.0,,,,
177,00:14:45,58.0,,,,
178,00:14:50,,,,,
179,00:14:55,57.0,,,,
180,00:15:00,,0.0,0.0,11.0,1.2718199491500854
181,00:15:05,,,,,
182,00:15:10,,,,,
183,00:15:15,58.0,,,,
184,00:15:20,58.0,,,,
185,00:15:25,,,,,
186,00:15:30,59.0,,,,
187,00:15:35,60.0,,,,
188,00:15:40,,,,,
189,00:15:45,,,,,
190,00:15:50,60.0,,,,
191,00:15:55,62.0,,,,
192,00:16:00,,0.0,0.0,11.0,1.2718199491500854
193,00:16:05,65.0,,,,
194,00:16:10,66.0,,,,
195,00:16:15,66.0,,,,
196,00:16:20,,,,,
197,00:16:25,,,,,
198,00:16:30,66.0,,,,
199,00:16:35,,,,,
200,00:16:40,66.0,,,,
201,00:16:45,,,,,
202,00:16:50,67.0,,,,
203,00:16:55,,,,,
204,00:17:00,,0.0,0.0,11.0,1.2718199491500854
205,00:17:05,,,,,
206,00:17:10,67.0,,,,
207,00:17:15,,,,,
208,00:17:20,67.0,,,,
209,00:17:25,,,,,
210,00:17:30,,,,,
211,00:17:35,67.0,,,,
212,00:17:40,66.0,,,,
213,00:17:45,,,,,
214,00:17:50,,,,,
215,00:17:55,66.0,,,,
216,00:18:00,,0.0,0.0,11.0,1.2718199491500854
217,00:18:05,,,,,
218,00:18:10,,,,,
219,00:18:15,67.0,,,,
220,00:18:20,,,,,
221,00:18:25,,,,,
222,00:18:30,67.0,,,,
223,00:18:35,66.0,,,,
224,00:18:40,66.0,,,,
225,00:18:45,65.0,,,,
226,00:18:50,,,,,
227,00:18:55,63.0,,,,
228,00:19:00,,0.0,0.0,11.0,1.2718199491500854
229,00:19:05,,,,,
230,00:19:10,,,,,
231,00:19:15,61.0,,,,
232,00:19:20,,,,,
233,00:19:25,,,,,
234,00:19:30,61.0,,,,
235,00:19:35,,,,,
236,00:19:40,,,,,
237,00:19:45,61.0,,,,
238,00:19:50,60.0,,,,
239,00:19:55,,,,,
240,00:20:00,,0.0,0.0,11.0,1.2718199491500854
241,00:20:05,60.0,,,,
242,00:20:10,,,,,
243,00:20:15,,,,,
244,00:20:20,60.0,,,,
245,00:20:25,,,,,
246,00:20:30,,,,,
247,00:20:35,60.0,,,,
248,00:20:40,,,,,
249,00:20:45,,,,,
250,00:20:50,,,,,
251,00:20:55,,,,,
252,00:21:00,,0.0,0.0,11.0,1.2718199491500854
253,00:21:05,,,,,
254,00:21:10,,,,,
255,00:21:15,,,,,
256,00:21:20,,,,,
257,00:21:25,,,,,
258,00:21:30,,,,,
259,00:21:35,,,,,
260,00:21:40,,,,,
261,00:21:45,,,,,
262,00:21:50,,,,,
263,00:21:55,59.0,,,,
264,00:22:00,,0.0,0.0,11.0,1.2718199491500854
265,00:22:05,,,,,
266,00:22:10,,,,,
267,00:22:15,58.0,,,,
268,00:22:20,,,,,
269,00:22:25,,,,,
270,00:22:30,58.0,,,,
271,00:22:35,,,,,
272,00:22:40,,,,,
273,00:22:45,58.0,,,,
274,00:22:50,59.0,,,,
275,00:22:55,,,,,
276,00:23:00,,0.0,0.0,11.0,1.2718199491500854
277,00:23:05,59.0,,,,
278,00:23:10,,,,,
279,00:23:15,,,,,
280,00:23:20,58.0,,,,
281,00:23:25,,,,,
282,00:23:30,,,,,
283,00:23:35,58.0,,,,
284,00:23:40,,,,,
285,00:23:45,,,,,
286,00:23:50,58.0,,,,
287,00:23:55,,,,,
288,00:24:00,,0.0,0.0,10.0,1.1562000513076782
289,00:24:05,,,,,
290,00:24:10,58.0,,,,
291,00:24:15,59.0,,,,
292,00:24:20,,,,,
293,00:24:25,,,,,
294,00:24:30,59.0,,,,
295,00:24:35,,,,,
296,00:24:40,,,,,
297,00:24:45,58.0,,,,
298,00:24:50,,,,,
299,00:24:55,,,,,
300,00:25:00,,16.0,1.0,26.0,3.006119966506958
301,00:25:05,,,,,
302,00:25:10,58.0,,,,
303,00:25:15,58.0,,,,
304,00:25:20,,,,,
305,00:25:25,,,,,
306,00:25:30,58.0,,,,
307,00:25:35,,,,,
308,00:25:40,,,,,
309,00:25:45,58.0,,,,
310,00:25:50,,,,,
311,00:25:55,59.0,,,,
312,00:26:00,,23.0,1.0,30.0,3.468600034713745
313,00:26:05,62.0,,,,
314,00:26:10,,,,,
315,00:26:15,62.0,,,,
316,00:26:20,,,,,
317,00:26:25,63.0,,,,
318,00:26:30,64.0,,,,
319,00:26:35,,,,,
320,00:26:40,65.0,,,,
321,00:26:45,66.0,,,,
322,00:26:50,,,,,
323,00:26:55,,,,,
324,00:27:00,,0.0,0.0,10.0,1.1562000513076782
325,00:27:05,,,,,
326,00:27:10,,,,,
327,00:27:15,67.0,,,,
328,00:27:20,,,,,
329,00:27:25,,,,,
330,00:27:30,67.0,,,,
331,00:27:35,67.0,,,,
332,00:27:40,,,,,
333,00:27:45,,,,,
334,00:27:50,67.0,,,,
335,00:27:55,,,,,
336,00:28:00,,0.0,0.0,10.0,1.1562000513076782
337,00:28:05,67.0,,,,
338,00:28:10,,,,,
339,00:28:15,,,,,
340,00:28:20,67.0,,,,
341,00:28:25,,,,,
342,00:28:30,,,,,
343,00:28:35,60.0,,,,
344,00:28:40,,,,,
345,00:28:45,59.0,,,,
346,00:28:50,,,,,
347,00:28:55,,,,,
348,00:29:00,,10.0,1.0,24.0,2.7748799324035645
349,00:29:05,,,,,
350,00:29:10,,,,,
351,00:29:15,59.0,,,,
352,00:29:20,,,,,
353,00:29:25,,,,,
354,00:29:30,,,,,
355,00:29:35,,,,,
356,00:29:40,,,,,
357,00:29:45,,,,,
358,00:29:50,,,,,
359,00:29:55,,,,,
360,00:30:00,,0.0,0.0,11.0,1.2718199491500854
361,00:30:05,,,,,
362,00:30:10,,,,,
363,00:30:15,,,,,
364,00:30:20,,,,,
365,00:30:25,,,,,
366,00:30:30,,,,,
367,00:30:35,,,,,
368,00:30:40,,,,,
369,00:30:45,,,,,
370,00:30:50,,,,,
371,00:30:55,,,,,
372,00:31:00,,32.0,1.0,28.0,3.237360000610352
373,00:31:05,57.0,,,,
374,00:31:10,57.0,,,,
375,00:31:15,,,,,
376,00:31:20,,,,,
377,00:31:25,57.0,,,,
378,00:31:30,57.0,,,,
379,00:31:35,,,,,
380,00:31:40,,,,,
381,00:31:45,57.0,,,,
382,00:31:50,58.0,,,,
383,00:31:55,58.0,,,,
384,00:32:00,,26.0,1.0,32.0,3.699840068817138
385,00:32:05,59.0,,,,
386,00:32:10,,,,,
387,00:32:15,,,,,
388,00:32:20,62.0,,,,
389,00:32:25,63.0,,,,
390,00:32:30,65.0,,,,
391,00:32:35,,,,,
392,00:32:40,66.0,,,,
393,00:32:45,,,,,
394,00:32:50,,,,,
395,00:32:55,66.0,,,,
396,00:33:00,,0.0,0.0,11.0,1.2718199491500854
397,00:33:05,67.0,,,,
398,00:33:10,,,,,
399,00:33:15,67.0,,,,
400,00:33:20,67.0,,,,
401,00:33:25,,,,,
402,00:33:30,66.0,,,,
403,00:33:35,,,,,
404,00:33:40,,,,,
405,00:33:45,66.0,,,,
406,00:33:50,,,,,
407,00:33:55,,,,,
408,00:34:00,,0.0,0.0,10.0,1.1562000513076782
409,00:34:05,64.0,,,,
410,00:34:10,65.0,,,,
411,00:34:15,64.0,,,,
412,00:34:20,,,,,
413,00:34:25,,,,,
414,00:34:30,64.0,,,,
415,00:34:35,61.0,,,,
416,00:34:40,,,,,
417,00:34:45,,,,,
418,00:34:50,61.0,,,,
419,00:34:55,,,,,
420,00:35:00,,0.0,0.0,10.0,1.1562000513076782
421,00:35:05,,,,,
422,00:35:10,60.0,,,,
423,00:35:15,57.0,,,,
424,00:35:20,,,,,
425,00:35:25,,,,,
426,00:35:30,57.0,,,,
427,00:35:35,,,,,
428,00:35:40,,,,,
429,00:35:45,57.0,,,,
430,00:35:50,,,,,
431,00:35:55,,,,,
432,00:36:00,,0.0,0.0,11.0,1.2718199491500854
433,00:36:05,,,,,
434,00:36:10,,,,,
435,00:36:15,57.0,,,,
436,00:36:20,,,,,
437,00:36:25,,,,,
438,00:36:30,57.0,,,,
439,00:36:35,,,,,
440,00:36:40,58.0,,,,
441,00:36:45,58.0,,,,
442,00:36:50,59.0,,,,
443,00:36:55,59.0,,,,
444,00:37:00,,0.0,0.0,11.0,1.2718199491500854
445,00:37:05,,,,,
446,00:37:10,59.0,,,,
447,00:37:15,60.0,,,,
448,00:37:20,60.0,,,,
449,00:37:25,60.0,,,,
450,00:37:30,,,,,
451,00:37:35,,,,,
452,00:37:40,60.0,,,,
453,00:37:45,,,,,
454,00:37:50,,,,,
455,00:37:55,61.0,,,,
456,00:38:00,,0.0,0.0,10.0,1.1562000513076782
457,00:38:05,,,,,
458,00:38:10,61.0,,,,
459,00:38:15,58.0,,,,
460,00:38:20,,,,,
461,00:38:25,56.0,,,,
462,00:38:30,,,,,
463,00:38:35,54.0,,,,
464,00:38:40,54.0,,,,
465,00:38:45,53.0,,,,
466,00:38:50,54.0,,,,
467,00:38:55,55.0,,,,
468,00:39:00,,0.0,0.0,10.0,1.1562000513076782
469,00:39:05,54.0,,,,
470,00:39:10,54.0,,,,
471,00:39:15,,,,,
472,00:39:20,,,,,
473,00:39:25,55.0,,,,
474,00:39:30,,,,,
475,00:39:35,56.0,,,,
476,00:39:40,,,,,
477,00:39:45,55.0,,,,
478,00:39:50,,,,,
479,00:39:55,,,,,
480,00:40:00,,0.0,0.0,10.0,1.1562000513076782
481,00:40:05,57.0,,,,
482,00:40:10,58.0,,,,
483,00:40:15,56.0,,,,
484,00:40:20,54.0,,,,
485,00:40:25,54.0,,,,
486,00:40:30,54.0,,,,
487,00:40:35,56.0,,,,
488,00:40:40,56.0,,,,
489,00:40:45,56.0,,,,
490,00:40:50,56.0,,,,
491,00:40:55,,,,,
492,00:41:00,,0.0,0.0,10.0,1.1562000513076782
493,00:41:05,56.0,,,,
494,00:41:10,56.0,,,,
495,00:41:15,,,,,
496,00:41:20,55.0,,,,
497,00:41:25,,,,,
498,00:41:30,,,,,
499,00:41:35,55.0,,,,
500,00:41:40,56.0,,,,
501,00:41:45,57.0,,,,
502,00:41:50,57.0,,,,
503,00:41:55,,,,,
504,00:42:00,,0.0,0.0,11.0,1.2718199491500854
505,00:42:05,57.0,,,,
506,00:42:10,,,,,
507,00:42:15,58.0,,,,
508,00:42:20,,,,,
509,00:42:25,,,,,
510,00:42:30,58.0,,,,
511,00:42:35,,,,,
512,00:42:40,,,,,
513,00:42:45,58.0,,,,
514,00:42:45,57.0,,,,
515,00:42:50,,,,,
516,00:42:55,,,,,
517,00:43:00,57.0,0.0,0.0,11.0,1.2718199491500854
518,00:43:05,,,,,
519,00:43:10,,,,,
520,00:43:15,57.0,,,,
521,00:43:20,58.0,,,,
522,00:43:25,57.0,,,,
523,00:43:30,54.0,,,,
524,00:43:35,,,,,
525,00:43:40,,,,,
526,00:43:45,54.0,,,,
527,00:43:50,56.0,,,,
528,00:43:55,57.0,,,,
529,00:44:00,57.0,0.0,0.0,10.0,1.1562000513076782
530,00:44:05,57.0,,,,
531,00:44:10,55.0,,,,
532,00:44:15,54.0,,,,
533,00:44:20,54.0,,,,
534,00:44:25,,,,,
535,00:44:30,,,,,
536,00:44:35,54.0,,,,
537,00:44:40,,,,,
538,00:44:45,,,,,
539,00:44:50,54.0,,,,
540,00:44:55,,,,,
541,00:45:00,,0.0,0.0,10.0,1.1562000513076782
542,00:45:05,54.0,,,,
543,00:45:10,,,,,
544,00:45:15,,,,,
545,00:45:20,54.0,,,,
546,00:45:25,,,,,
547,00:45:30,,,,,
548,00:45:35,54.0,,,,
549,00:45:40,56.0,,,,
550,00:45:45,,,,,
551,00:45:50,55.0,,,,
552,00:45:55,,,,,
553,00:46:00,54.0,0.0,0.0,10.0,1.1562000513076782
554,00:46:05,,,,,
555,00:46:10,,,,,
556,00:46:15,54.0,,,,
557,00:46:20,57.0,,,,
558,00:46:25,,,,,
559,00:46:30,56.0,,,,
560,00:46:35,,,,,
561,00:46:40,,,,,
562,00:46:45,56.0,,,,
563,00:46:50,,,,,
564,00:46:55,,,,,
565,00:47:00,56.0,0.0,0.0,11.0,1.2718199491500854
566,00:47:05,56.0,,,,
567,00:47:10,55.0,,,,
568,00:47:15,54.0,,,,
569,00:47:20,57.0,,,,
570,00:47:25,58.0,,,,
571,00:47:30,,,,,
572,00:47:35,,,,,
573,00:47:40,58.0,,,,
574,00:47:45,,,,,
575,00:47:50,,,,,
576,00:47:55,58.0,,,,
577,00:48:00,,32.0,1.0,26.0,3.006119966506958
578,00:48:05,,,,,
579,00:48:10,58.0,,,,
580,00:48:15,59.0,,,,
581,00:48:20,59.0,,,,
582,00:48:25,60.0,,,,
583,00:48:30,,,,,
584,00:48:35,,,,,
585,00:48:40,60.0,,,,
586,00:48:45,60.0,,,,
587,00:48:50,,,,,
588,00:48:55,,,,,
589,00:49:00,,0.0,0.0,11.0,1.2718199491500854
590,00:49:05,62.0,,,,
591,00:49:10,63.0,,,,
592,00:49:15,63.0,,,,
593,00:49:20,63.0,,,,
594,00:49:25,64.0,,,,
595,00:49:30,66.0,,,,
596,00:49:35,,,,,
597,00:49:40,66.0,,,,
598,00:49:45,,,,,
599,00:49:50,61.0,,,,
600,00:49:55,,,,,
601,00:50:00,,0.0,0.0,10.0,1.1562000513076782
602,00:50:05,61.0,,,,
603,00:50:10,,,,,
604,00:50:15,,,,,
605,00:50:20,,,,,
606,00:50:25,,,,,
607,00:50:30,56.0,,,,
608,00:50:35,57.0,,,,
609,00:50:40,,,,,
610,00:50:45,58.0,,,,
611,00:50:50,57.0,,,,
612,00:50:55,58.0,,,,
613,00:51:00,,0.0,0.0,10.0,1.1562000513076782
614,00:51:05,,,,,
615,00:51:10,57.0,,,,
616,00:51:15,62.0,,,,
617,00:51:20,59.0,,,,
618,00:51:25,56.0,,,,
619,00:51:30,55.0,,,,
620,00:51:35,54.0,,,,
621,00:51:40,,,,,
622,00:51:45,55.0,,,,
623,00:51:50,,,,,
624,00:51:55,,,,,
625,00:52:00,,0.0,0.0,10.0,1.1562000513076782
626,00:52:05,58.0,,,,
627,00:52:10,56.0,,,,
628,00:52:15,,,,,
629,00:52:20,56.0,,,,
630,00:52:25,,,,,
631,00:52:30,54.0,,,,
632,00:52:35,,,,,
633,00:52:40,53.0,,,,
634,00:52:45,,,,,
635,00:52:50,55.0,,,,
636,00:52:55,,,,,
637,00:53:00,,12.0,1.0,24.0,2.7748799324035645
638,00:53:05,56.0,,,,
639,00:53:10,,,,,
640,00:53:15,56.0,,,,
641,00:53:20,56.0,,,,
642,00:53:25,,,,,
643,00:53:30,,,,,
644,00:53:35,56.0,,,,
645,00:53:40,,,,,
646,00:53:45,56.0,,,,
647,00:53:50,,,,,
648,00:53:55,,,,,
649,00:54:00,,0.0,0.0,11.0,1.2718199491500854
650,00:54:05,56.0,,,,
651,00:54:10,57.0,,,,
652,00:54:15,,,,,
653,00:54:20,,,,,
654,00:54:25,61.0,,,,
655,00:54:30,61.0,,,,
656,00:54:35,59.0,,,,
657,00:54:40,59.0,,,,
658,00:54:45,,,,,
659,00:54:50,60.0,,,,
660,00:54:55,61.0,,,,
661,00:55:00,,0.0,0.0,11.0,1.2718199491500854
662,00:55:05,,,,,
663,00:55:10,,,,,
664,00:55:15,61.0,,,,
665,00:55:20,,,,,
666,00:55:25,,,,,
667,00:55:30,60.0,,,,
668,00:55:35,,,,,
669,00:55:40,,,,,
670,00:55:45,60.0,,,,
671,00:55:50,60.0,,,,
672,00:55:55,58.0,,,,
673,00:56:00,,0.0,0.0,10.0,1.1562000513076782
674,00:56:05,58.0,,,,
675,00:56:10,57.0,,,,
676,00:56:15,56.0,,,,
677,00:56:20,58.0,,,,
678,00:56:25,59.0,,,,
679,00:56:30,,,,,
680,00:56:35,,,,,
681,00:56:40,59.0,,,,
682,00:56:45,59.0,,,,
683,00:56:50,57.0,,,,
684,00:56:55,56.0,,,,
685,00:57:00,,0.0,0.0,10.0,1.1562000513076782
686,00:57:05,55.0,,,,
687,00:57:10,56.0,,,,
688,00:57:15,57.0,,,,
689,00:57:20,55.0,,,,
690,00:57:25,54.0,,,,
691,00:57:30,55.0,,,,
692,00:57:35,54.0,,,,
693,00:57:40,53.0,,,,
694,00:57:45,54.0,,,,
695,00:57:50,,,,,
696,00:57:55,56.0,,,,
697,00:58:00,,0.0,0.0,10.0,1.1562000513076782
698,00:58:05,,,,,
699,00:58:10,,,,,
700,00:58:15,55.0,,,,
701,00:58:20,57.0,,,,
702,00:58:25,55.0,,,,
703,00:58:30,,,,,
704,00:58:35,54.0,,,,
705,00:58:40,53.0,,,,
706,00:58:45,54.0,,,,
707,00:58:50,55.0,,,,
708,00:58:55,54.0,,,,
709,00:59:00,,0.0,0.0,10.0,1.1562000513076782
710,00:59:05,57.0,,,,
711,00:59:10,56.0,,,,
712,00:59:15,,,,,
713,00:59:20,55.0,,,,
714,00:59:25,54.0,,,,
715,00:59:30,,,,,
716,00:59:35,,,,,
717,00:59:40,54.0,,,,
718,00:59:45,,,,,
719,00:59:50,53.0,,,,
720,00:59:55,,,,,
721,01:00:00,,0.0,0.0,10.0,1.1562000513076782
722,01:00:05,53.0,,,,
723,01:00:10,52.0,,,,
724,01:00:15,,,,,
725,01:00:20,52.0,,,,
726,01:00:25,,,,,
727,01:00:30,53.0,,,,
728,01:00:35,,,,,
729,01:00:40,52.0,,,,
730,01:00:45,,,,,
731,01:00:50,,,,,
732,01:00:55,52.0,,,,
733,01:01:00,,0.0,0.0,10.0,1.1562000513076782
734,01:01:05,54.0,,,,
735,01:01:10,53.0,,,,
736,01:01:15,,,,,
737,01:01:20,56.0,,,,
738,01:01:25,57.0,,,,
739,01:01:30,59.0,,,,
740,01:01:35,,,,,
741,01:01:40,58.0,,,,
742,01:01:45,,,,,
743,01:01:50,57.0,,,,
744,01:01:55,56.0,,,,
745,01:02:00,,0.0,0.0,11.0,1.2718199491500854
746,01:02:05,,,,,
747,01:02:10,54.0,,,,
748,01:02:15,55.0,,,,
749,01:02:20,55.0,,,,
750,01:02:25,,,,,
751,01:02:30,,,,,
752,01:02:35,55.0,,,,
753,01:02:40,,,,,
754,01:02:45,56.0,,,,
755,01:02:50,55.0,,,,
756,01:02:55,55.0,,,,
757,01:03:00,,0.0,0.0,10.0,1.1562000513076782
758,01:03:05,53.0,,,,
759,01:03:10,,,,,
760,01:03:15,,,,,
761,01:03:20,53.0,,,,
762,01:03:25,53.0,,,,
763,01:03:30,52.0,,,,
764,01:03:35,,,,,
765,01:03:40,51.0,,,,
766,01:03:45,50.0,,,,
767,01:03:50,,,,,
768,01:03:55,49.0,,,,
769,01:04:00,,0.0,0.0,10.0,1.1562000513076782
770,01:04:05,49.0,,,,
771,01:04:10,53.0,,,,
772,01:04:15,52.0,,,,
773,01:04:20,,,,,
774,01:04:25,,,,,
775,01:04:30,52.0,,,,
776,01:04:35,55.0,,,,
777,01:04:40,,,,,
778,01:04:45,,,,,
779,01:04:50,55.0,,,,
780,01:04:55,53.0,,,,
781,01:05:00,,0.0,0.0,10.0,1.1562000513076782
782,01:05:05,52.0,,,,
783,01:05:10,,,,,
784,01:05:15,51.0,,,,
785,01:05:20,,,,,
786,01:05:25,52.0,,,,
787,01:05:30,,,,,
788,01:05:35,,,,,
789,01:05:40,52.0,,,,
790,01:05:45,51.0,,,,
791,01:05:50,51.0,,,,
792,01:05:55,,,,,
793,01:06:00,,0.0,0.0,10.0,1.1562000513076782
794,01:06:05,53.0,,,,
795,01:06:10,53.0,,,,
796,01:06:15,,,,,
797,01:06:20,52.0,,,,
798,01:06:25,,,,,
799,01:06:30,51.0,,,,
800,01:06:35,,,,,
801,01:06:40,,,,,
802,01:06:45,51.0,,,,
803,01:06:45,51.0,,,,
804,01:06:50,,,,,
805,01:06:55,54.0,,,,
806,01:07:00,,0.0,0.0,10.0,1.1562000513076782
807,01:07:05,54.0,,,,
808,01:07:10,53.0,,,,
809,01:07:15,52.0,,,,
810,01:07:20,51.0,,,,
811,01:07:25,,,,,
812,01:07:30,,,,,
813,01:07:35,51.0,,,,
814,01:07:40,51.0,,,,
815,01:07:45,52.0,,,,
816,01:07:50,57.0,,,,
817,01:07:55,56.0,,,,
818,01:08:00,,0.0,0.0,10.0,1.1562000513076782
819,01:08:05,53.0,,,,
820,01:08:10,52.0,,,,
821,01:08:15,,,,,
822,01:08:20,51.0,,,,
823,01:08:25,52.0,,,,
824,01:08:30,,,,,
825,01:08:35,,,,,
826,01:08:40,52.0,,,,
827,01:08:45,,,,,
828,01:08:50,50.0,,,,
829,01:08:55,52.0,,,,
830,01:09:00,,0.0,0.0,10.0,1.1562000513076782
831,01:09:05,,,,,
832,01:09:10,52.0,,,,
833,01:09:15,,,,,
834,01:09:20,,,,,
835,01:09:25,51.0,,,,
836,01:09:30,,,,,
837,01:09:35,,,,,
838,01:09:40,51.0,,,,
839,01:09:45,,,,,
840,01:09:50,,,,,
841,01:09:55,51.0,,,,
842,01:10:00,,0.0,0.0,10.0,1.1562000513076782
843,01:10:05,,,,,
844,01:10:10,51.0,,,,
845,01:10:10,51.0,,,,
846,01:10:15,50.0,,,,
847,01:10:20,,,,,
848,01:10:25,,,,,
849,01:10:30,50.0,,,,
850,01:10:35,,,,,
851,01:10:40,,,,,
852,01:10:45,51.0,,,,
853,01:10:50,50.0,,,,
854,01:10:55,,,,,
855,01:11:00,,0.0,0.0,10.0,1.1562000513076782
856,01:11:05,52.0,,,,
857,01:11:10,,,,,
858,01:11:15,,,,,
859,01:11:20,52.0,,,,
860,01:11:25,51.0,,,,
861,01:11:30,,,,,
862,01:11:35,,,,,
863,01:11:40,51.0,,,,
864,01:11:45,,,,,
865,01:11:50,,,,,
866,01:11:55,51.0,,,,
867,01:12:00,50.0,0.0,0.0,10.0,1.1562000513076782
868,01:12:05,,,,,
869,01:12:10,,,,,
870,01:12:15,50.0,,,,
871,01:12:20,,,,,
872,01:12:25,,,,,
873,01:12:30,50.0,,,,
874,01:12:35,52.0,,,,
875,01:12:40,51.0,,,,
876,01:12:45,,,,,
877,01:12:50,,,,,
878,01:12:55,51.0,,,,
879,01:13:00,50.0,0.0,0.0,10.0,1.1562000513076782
880,01:13:05,,,,,
881,01:13:10,,,,,
