time,elevation
1491148800,0.0
1491148860,0.0
1491148920,0.0
1491148980,0.0
1491149040,0.0
1491149100,0.0
1491149160,0.0
1491149220,0.0
1491149280,0.0
1491149340,0.0
1491149400,0.0
1491149460,0.0
1491149520,0.0
1491149580,0.0
1491149640,0.0
1491149700,0.0
1491149760,0.0
1491149820,0.0
1491149880,0.0
1491149940,0.0
1491150000,0.0
1491150060,0.0
1491150120,0.0
1491150180,0.0
1491150240,0.0
1491150300,0.0
1491150360,0.0
1491150420,0.0
1491150480,0.0
1491150540,0.0
1491150600,0.0
1491150660,0.0
1491150720,0.0
1491150780,0.0
1491150840,0.0
1491150900,0.0
1491150960,0.0
1491151020,0.0
1491151080,0.0
1491151140,0.0
1491151200,0.0
1491151260,0.0
1491151320,0.0
1491151380,0.0
1491151440,0.0
1491151500,0.0
1491151560,0.0
1491151620,0.0
1491151680,0.0
1491151740,0.0
1491151800,0.0
1491151860,0.0
1491151920,0.0
1491151980,0.0
1491152040,0.0
1491152100,0.0
1491152160,0.0
1491152220,0.0
1491152280,0.0
1491152340,0.0
1491152400,0.0
1491152460,0.0
1491152520,0.0
1491152580,0.0
1491152640,0.0
1491152700,0.0
1491152760,0.0
1491152820,0.0
1491152880,0.0
1491152940,0.0
1491153000,0.0
1491153060,0.0
1491153120,0.0
1491153180,0.0
1491153240,0.0
1491153300,0.0
1491153360,0.0
1491153420,0.0
1491153480,0.0
1491153540,0.0
1491153600,0.0
1491153660,0.0
1491153720,0.0
1491153780,0.0
1491153840,0.0
1491153900,0.0
1491153960,0.0
1491154020,0.0
1491154080,0.0
1491154140,0.0
1491154200,0.0
1491154260,0.0
1491154320,0.0
1491154380,0.0
1491154440,0.0
1491154500,0.0
1491154560,0.0
1491154620,0.0
1491154680,0.0
1491154740,0.0
1491154800,0.0
1491154860,0.0
1491154920,0.0
1491154980,0.0
1491155040,0.0
1491155100,0.0
1491155160,0.0
1491155220,0.0
1491155280,0.0
1491155340,0.0
1491155400,0.0
1491155460,0.0
1491155520,0.0
1491155580,0.0
1491155640,0.0
1491155700,0.0
1491155760,0.0
1491155820,0.0
1491155880,0.0
1491155940,0.0
1491156000,0.0
1491156060,0.0
1491156120,0.0
1491156180,0.0
1491156240,0.0
1491156300,0.0
1491156360,0.0
1491156420,0.0
1491156480,0.0
1491156540,0.0
1491156600,0.0
1491156660,0.0
1491156720,0.0
1491156780,0.0
1491156840,0.0
1491156900,0.0
1491156960,0.0
1491157020,0.0
1491157080,0.0
1491157140,0.0
1491157200,0.0
1491157260,0.0
1491157320,0.0
1491157380,0.0
1491157440,0.0
1491157500,0.0
1491157560,0.0
1491157620,0.0
1491157680,0.0
1491157740,0.0
1491157800,0.0
1491157860,0.0
1491157920,0.0
1491157980,0.0
1491158040,0.0
1491158100,0.0
1491158160,0.0
1491158220,0.0
