time,elevation
1492012800,0.0
1492012860,0.0
1492012920,0.0
1492012980,0.0
1492013040,0.0
1492013100,0.0
1492013160,0.0
1492013220,0.0
1492013280,0.0
1492013340,0.0
1492013400,0.0
1492013460,0.0
1492013520,0.0
1492013580,0.0
1492013640,0.0
1492013700,0.0
1492013760,0.0
1492013820,0.0
1492013880,0.0
1492013940,0.0
1492014000,0.0
1492014060,0.0
1492014120,0.0
1492014180,0.0
1492014240,0.0
1492014300,0.0
1492014360,0.0
1492014420,0.0
1492014480,0.0
1492014540,0.0
1492014600,0.0
1492014660,0.0
1492014720,0.0
1492014780,0.0
1492014840,0.0
1492014900,0.0
1492014960,0.0
1492015020,0.0
1492015080,0.0
1492015140,0.0
1492015200,0.0
1492015260,0.0
1492015320,0.0
1492015380,0.0
1492015440,0.0
1492015500,0.0
1492015560,0.0
1492015620,0.0
1492015680,0.0
1492015740,0.0
1492015800,0.0
1492015860,0.0
1492015920,0.0
1492015980,0.0
1492016040,0.0
1492016100,0.0
1492016160,0.0
1492016220,0.0
1492016280,0.0
1492016340,0.0
1492016400,0.0
1492016460,0.0
1492016520,0.0
1492016580,0.0
1492016640,0.0
1492016700,0.0
1492016760,0.0
1492016820,0.0
1492016880,0.0
1492016940,0.0
1492017000,0.0
1492017060,0.0
1492017120,0.0
1492017180,0.0
1492017240,0.0
1492017300,0.0
1492017360,0.0
1492017420,0.0
1492017480,0.0
1492017540,0.0
1492017600,0.0
1492017660,0.0
1492017720,0.0
1492017780,0.0
1492017840,0.0
1492017900,0.0
1492017960,0.0
1492018020,0.0
1492018080,0.0
1492018140,0.0
1492018200,0.0
1492018260,0.0
1492018320,0.0
1492018380,0.0
1492018440,0.0
1492018500,0.0
1492018560,0.0
1492018620,0.0
1492018680,0.0
1492018740,0.0
1492018800,0.0
1492018860,0.0
1492018920,0.0
1492018980,0.0
1492019040,0.0
1492019100,0.0
1492019160,0.0
1492019220,0.0
1492019280,0.0
1492019340,0.0
1492019400,0.0
1492019460,0.0
1492019520,0.0
1492019580,0.0
1492019640,0.0
1492019700,0.0
1492019760,0.0
1492019820,0.0
1492019880,0.0
1492019940,0.0
1492020000,0.0
1492020060,0.0
