time,elevation
1488124800,0.0
1488124860,0.0
1488124920,0.0
1488124980,0.0
1488125040,0.0
1488125100,0.0
1488125160,0.0
1488125220,0.0
1488125280,0.0
1488125340,0.0
1488125400,0.0
1488125460,0.0
1488125520,0.0
1488125580,0.0
1488125640,0.0
1488125700,0.0
1488125760,0.0
1488125820,0.0
1488125880,0.0
1488125940,0.0
1488126000,0.0
1488126060,0.0
1488126120,0.0
1488126180,0.0
1488126240,0.0
1488126300,0.0
1488126360,0.0
1488126420,0.0
1488126480,0.0
1488126540,0.0
1488126600,0.0
1488126660,0.0
1488126720,0.0
1488126780,0.0
1488126840,0.0
1488126900,0.0
1488126960,0.0
1488127020,0.0
1488127080,0.0
1488127140,0.0
1488127200,0.0
1488127260,0.0
1488127320,0.0
1488127380,0.0
1488127440,0.0
1488127500,0.0
1488127560,0.0
1488127620,0.0
1488127680,0.0
1488127740,0.0
1488127800,0.0
1488127860,0.0
1488127920,0.0
1488127980,0.0
1488128040,0.0
1488128100,0.0
1488128160,0.0
1488128220,0.0
1488128280,0.0
1488128340,0.0
1488128400,0.0
1488128460,0.0
1488128520,0.0
1488128580,0.0
1488128640,0.0
1488128700,0.0
1488128760,0.0
1488128820,0.0
1488128880,0.0
1488128940,0.0
1488129000,0.0
1488129060,0.0
1488129120,0.0
1488129180,0.0
1488129240,0.0
1488129300,0.0
1488129360,0.0
1488129420,0.0
1488129480,0.0
1488129540,0.0
1488129600,0.0
1488129660,0.0
1488129720,0.0
1488129780,0.0
1488129840,0.0
1488129900,0.0
1488129960,0.0
1488130020,0.0
1488130080,0.0
1488130140,0.0
1488130200,0.0
1488130260,0.0
1488130320,0.0
1488130380,0.0
1488130440,0.0
1488130500,0.0
1488130560,0.0
1488130620,0.0
1488130680,0.0
1488130740,0.0
1488130800,0.0
1488130860,0.0
1488130920,0.0
1488130980,0.0
1488131040,0.0
1488131100,0.0
1488131160,0.0
1488131220,0.0
1488131280,0.0
1488131340,0.0
1488131400,0.0
1488131460,0.0
1488131520,0.0
1488131580,0.0
1488131640,0.0
1488131700,0.0
1488131760,0.0
1488131820,0.0
1488131880,0.0
1488131940,0.0
1488132000,0.0
1488132060,0.0
1488132120,0.0
1488132180,0.0
1488132240,0.0
1488132300,0.0
1488132360,0.0
1488132420,0.0
1488132480,0.0
1488132540,0.0
1488132600,0.0
1488132660,0.0
1488132720,0.0
1488132780,0.0
1488132840,0.0
1488132900,0.0
1488132960,0.0
1488133020,0.0
1488133080,0.0
1488133140,0.0
1488133200,0.0
1488133260,0.0
1488133320,0.0
1488133380,0.0
1488133440,0.0
1488133500,0.0
1488133560,0.0
1488133620,0.0
1488133680,0.0
1488133740,0.0
1488133800,0.0
1488133860,0.0
1488133920,0.0
1488133980,0.0
1488134040,0.0
1488134100,0.0
1488134160,0.0
1488134220,0.0
1488134280,0.0
1488134340,0.0
1488134400,0.0
1488134460,0.0
1488134520,0.0
1488134580,0.0
1488134640,0.0
1488134700,0.0
1488134760,0.0
1488134820,0.0
1488134880,0.0
1488134940,0.0
1488135000,0.0
1488135060,0.0
1488135120,0.0
1488135180,0.0
1488135240,0.0
1488135300,0.0
1488135360,0.0
1488135420,0.0
1488135480,0.0
1488135540,0.0
1488135600,0.0
1488135660,0.0
1488135720,0.0
1488135780,0.0
1488135840,0.0
1488135900,0.0
1488135960,0.0
1488136020,0.0
1488136080,0.0
1488136140,0.0
1488136200,0.0
1488136260,0.0
1488136320,0.0
1488136380,0.0
1488136440,0.0
1488136500,0.0
1488136560,0.0
1488136620,0.0
1488136680,0.0
1488136740,0.0
1488136800,0.0
1488136860,0.0
1488136920,0.0
1488136980,0.0
1488137040,0.0
1488137100,0.0
1488137160,0.0
1488137220,0.0
1488137280,0.0
1488137340,0.0
1488137400,0.0
1488137460,0.0
1488137520,0.0
1488137580,0.0
1488137640,0.0
1488137700,0.0
1488137760,0.0
1488137820,0.0
1488137880,0.0
1488137940,0.0
1488138000,0.0
1488138060,0.0
1488138120,0.0
1488138180,0.0
1488138240,0.0
1488138300,0.0
1488138360,0.0
1488138420,0.0
1488138480,0.0
1488138540,0.0
1488138600,0.0
1488138660,0.0
1488138720,0.0
1488138780,0.0
1488138840,0.0
1488138900,0.0
1488138960,0.0
1488139020,0.0
1488139080,0.0
1488139140,0.0
1488139200,0.0
1488139260,0.0
1488139320,0.0
1488139380,0.0
1488139440,0.0
1488139500,0.0
1488139560,0.0
1488139620,0.0
1488139680,0.0
1488139740,0.0
1488139800,0.0
1488139860,0.0
1488139920,0.0
1488139980,0.0
1488140040,0.0
1488140100,0.0
1488140160,0.0
1488140220,0.0
1488140280,0.0
1488140340,0.0
1488140400,0.0
1488140460,0.0
1488140520,0.0
1488140580,0.0
1488140640,0.0
1488140700,0.0
1488140760,0.0
1488140820,0.0
1488140880,0.0
1488140940,0.0
1488141000,0.0
1488141060,0.0
1488141120,0.0
1488141180,0.0
1488141240,0.0
1488141300,0.0
1488141360,0.0
1488141420,0.0
1488141480,0.0
1488141540,0.0
1488141600,0.0
1488141660,0.0
1488141720,0.0
1488141780,0.0
1488141840,0.0
1488141900,0.0
1488141960,0.0
1488142020,0.0
1488142080,0.0
1488142140,0.0
1488142200,0.0
1488142260,0.0
1488142320,0.0
1488142380,0.0
1488142440,0.0
1488142500,0.0
1488142560,0.0
1488142620,0.0
1488142680,0.0
1488142740,0.0
1488142800,0.0
1488142860,0.0
1488142920,0.0
1488142980,0.0
1488143040,0.0
1488143100,0.0
1488143160,0.0
1488143220,0.0
1488143280,0.0
1488143340,0.0
1488143400,0.0
1488143460,0.0
1488143520,0.0
1488143580,0.0
1488143640,0.0
1488143700,0.0
1488143760,0.0
1488143820,0.0
1488143880,0.0
1488143940,0.0
1488144000,0.0
1488144060,0.0
1488144120,0.0
1488144180,0.0
1488144240,0.0
1488144300,0.0
1488144360,0.0
1488144420,0.0
1488144480,0.0
1488144540,0.0
1488144600,0.0
1488144660,0.0
1488144720,0.0
1488144780,0.0
1488144840,0.0
1488144900,0.0
1488144960,0.0
1488145020,0.0
1488145080,0.0
1488145140,0.0
1488145200,0.0
