time,elevation
1493049600,0.0
1493049660,0.0
1493049720,0.0
1493049780,0.0
1493049840,0.0
1493049900,0.0
1493049960,0.0
1493050020,0.0
1493050080,0.0
1493050140,0.0
1493050200,0.0
1493050260,0.0
1493050320,0.0
1493050380,0.0
1493050440,0.0
1493050500,0.0
1493050560,0.0
1493050620,0.0
1493050680,0.0
1493050740,0.0
1493050800,0.0
1493050860,0.0
1493050920,0.0
1493050980,0.0
1493051040,0.0
1493051100,0.0
1493051160,0.0
1493051220,0.0
1493051280,0.0
1493051340,0.0
1493051400,0.0
1493051460,0.0
1493051520,0.0
1493051580,0.0
1493051640,0.0
1493051700,0.0
1493051760,0.0
1493051820,0.0
1493051880,0.0
1493051940,0.0
1493052000,0.0
1493052060,0.0
1493052120,0.0
1493052180,0.0
1493052240,0.0
1493052300,0.0
1493052360,0.0
1493052420,0.0
1493052480,0.0
1493052540,0.0
1493052600,0.0
1493052660,0.0
1493052720,0.0
1493052780,0.0
1493052840,0.0
1493052900,0.0
1493052960,0.0
1493053020,0.0
1493053080,0.0
1493053140,0.0
1493053200,0.0
1493053260,0.0
1493053320,0.0
1493053380,0.0
1493053440,0.0
1493053500,0.0
1493053560,0.0
1493053620,0.0
1493053680,0.0
1493053740,0.0
1493053800,0.0
1493053860,0.0
1493053920,0.0
1493053980,0.0
1493054040,0.0
1493054100,0.0
1493054160,0.0
1493054220,0.0
1493054280,0.0
1493054340,0.0
1493054400,0.0
1493054460,0.0
1493054520,0.0
1493054580,0.0
1493054640,0.0
1493054700,0.0
1493054760,0.0
1493054820,0.0
1493054880,0.0
1493054940,0.0
1493055000,0.0
1493055060,0.0
1493055120,0.0
1493055180,0.0
1493055240,0.0
1493055300,0.0
1493055360,0.0
1493055420,0.0
1493055480,0.0
1493055540,0.0
1493055600,0.0
1493055660,0.0
1493055720,0.0
1493055780,0.0
1493055840,0.0
1493055900,0.0
1493055960,0.0
1493056020,0.0
1493056080,0.0
1493056140,0.0
1493056200,0.0
1493056260,0.0
1493056320,0.0
1493056380,0.0
1493056440,0.0
1493056500,0.0
1493056560,0.0
1493056620,0.0
1493056680,0.0
1493056740,0.0
1493056800,0.0
1493056860,0.0
1493056920,0.0
1493056980,0.0
1493057040,0.0
1493057100,0.0
1493057160,0.0
1493057220,0.0
1493057280,0.0
1493057340,0.0
1493057400,0.0
1493057460,0.0
1493057520,0.0
1493057580,0.0
1493057640,0.0
1493057700,0.0
1493057760,0.0
1493057820,0.0
1493057880,0.0
1493057940,0.0
1493058000,0.0
1493058060,0.0
1493058120,0.0
1493058180,0.0
1493058240,0.0
1493058300,0.0
1493058360,0.0
1493058420,0.0
1493058480,0.0
1493058540,0.0
1493058600,0.0
1493058660,0.0
1493058720,0.0
1493058780,0.0
1493058840,0.0
1493058900,0.0
1493058960,0.0
1493059020,0.0
1493059080,0.0
1493059140,0.0
1493059200,0.0
1493059260,0.0
1493059320,0.0
1493059380,0.0
1493059440,0.0
1493059500,0.0
1493059560,0.0
1493059620,0.0
1493059680,0.0
1493059740,0.0
1493059800,0.0
1493059860,0.0
1493059920,0.0
1493059980,0.0
1493060040,0.0
1493060100,0.0
1493060160,0.0
1493060220,0.0
1493060280,0.0
1493060340,0.0
1493060400,0.0
1493060460,0.0
1493060520,0.0
1493060580,0.0
1493060640,0.0
1493060700,0.0
1493060760,0.0
1493060820,0.0
1493060880,0.0
1493060940,0.0
1493061000,0.0
1493061060,0.0
1493061120,0.0
1493061180,0.0
1493061240,0.0
1493061300,0.0
1493061360,0.0
1493061420,0.0
1493061480,0.0
1493061540,0.0
1493061600,0.0
1493061660,0.0
1493061720,0.0
1493061780,0.0
1493061840,0.0
1493061900,0.0
1493061960,0.0
1493062020,0.0
1493062080,0.0
1493062140,0.0
1493062200,0.0
1493062260,0.0
1493062320,0.0
1493062380,0.0
1493062440,0.0
1493062500,0.0
1493062560,0.0
1493062620,0.0
1493062680,0.0
1493062740,0.0
1493062800,0.0
1493062860,0.0
1493062920,0.0
1493062980,0.0
1493063040,0.0
1493063100,0.0
1493063160,0.0
1493063220,0.0
1493063280,0.0
1493063340,0.0
1493063400,0.0
1493063460,0.0
1493063520,0.0
1493063580,0.0
1493063640,0.0
1493063700,0.0
1493063760,0.0
1493063820,0.0
1493063880,0.0
1493063940,0.0
1493064000,0.0
1493064060,0.0
1493064120,0.0
1493064180,0.0
1493064240,0.0
1493064300,0.0
1493064360,0.0
1493064420,0.0
1493064480,0.0
1493064540,0.0
1493064600,0.0
1493064660,0.0
1493064720,0.0
1493064780,0.0
1493064840,0.0
1493064900,0.0
1493064960,0.0
1493065020,0.0
1493065080,0.0
1493065140,0.0
1493065200,0.0
1493065260,0.0
1493065320,0.0
1493065380,0.0
1493065440,0.0
1493065500,0.0
1493065560,0.0
1493065620,0.0
1493065680,0.0
1493065740,0.0
1493065800,0.0
1493065860,0.0
1493065920,0.0
1493065980,0.0
1493066040,0.0
1493066100,0.0
1493066160,0.0
1493066220,0.0
1493066280,0.0
1493066340,0.0
1493066400,0.0
1493066460,0.0
1493066520,0.0
1493066580,0.0
1493066640,0.0
1493066700,0.0
1493066760,0.0
1493066820,0.0
1493066880,0.0
1493066940,0.0
1493067000,0.0
1493067060,0.0
1493067120,0.0
1493067180,0.0
1493067240,0.0
1493067300,0.0
1493067360,0.0
1493067420,0.0
1493067480,0.0
1493067540,0.0
1493067600,0.0
1493067660,0.0
1493067720,0.0
1493067780,0.0
1493067840,0.0
1493067900,0.0
1493067960,0.0
1493068020,0.0
1493068080,0.0
1493068140,0.0
1493068200,0.0
1493068260,0.0
1493068320,0.0
1493068380,0.0
1493068440,0.0
1493068500,0.0
1493068560,0.0
1493068620,0.0
1493068680,0.0
1493068740,0.0
1493068800,0.0
1493068860,0.0
1493068920,0.0
1493068980,0.0
1493069040,0.0
1493069100,0.0
1493069160,0.0
1493069220,0.0
1493069280,0.0
1493069340,0.0
1493069400,0.0
1493069460,0.0
1493069520,0.0
1493069580,0.0
1493069640,0.0
1493069700,0.0
1493069760,0.0
1493069820,0.0
1493069880,0.0
1493069940,0.0
1493070000,0.0
1493070060,0.0
1493070120,0.0
1493070180,0.0
1493070240,0.0
1493070300,0.0
1493070360,0.0
1493070420,0.0
1493070480,0.0
1493070540,0.0
1493070600,0.0
1493070660,0.0
1493070720,0.0
1493070780,0.0
1493070840,0.0
1493070900,0.0
1493070960,0.0
1493071020,0.0
1493071080,0.0
1493071140,0.0
1493071200,0.0
1493071260,0.0
1493071320,0.0
1493071380,0.0
1493071440,0.0
1493071500,0.0
1493071560,0.0
1493071620,0.0
1493071680,0.0
1493071740,0.0
1493071800,0.0
1493071860,0.0
1493071920,0.0
1493071980,0.0
1493072040,0.0
1493072100,0.0
1493072160,0.0
1493072220,0.0
1493072280,0.0
1493072340,0.0
1493072400,0.0
1493072460,0.0
1493072520,0.0
1493072580,0.0
1493072640,0.0
1493072700,0.0
1493072760,0.0
1493072820,0.0
1493072880,0.0
1493072940,0.0
1493073000,0.0
1493073060,0.0
1493073120,0.0
1493073180,0.0
1493073240,0.0
1493073300,0.0
1493073360,0.0
1493073420,0.0
1493073480,0.0
1493073540,0.0
1493073600,0.0
1493073660,0.0
1493073720,0.0
1493073780,0.0
1493073840,0.0
1493073900,0.0
1493073960,0.0
1493074020,0.0
1493074080,0.0
1493074140,0.0
1493074200,0.0
1493074260,0.0
1493074320,0.0
1493074380,0.0
1493074440,0.0
1493074500,0.0
1493074560,0.0
1493074620,0.0
1493074680,0.0
1493074740,0.0
1493074800,0.0
1493074860,0.0
1493074920,0.0
1493074980,0.0
1493075040,0.0
1493075100,0.0
1493075160,0.0
1493075220,0.0
1493075280,0.0
1493075340,0.0
1493075400,0.0
1493075460,0.0
1493075520,0.0
1493075580,0.0
1493075640,0.0
1493075700,0.0
1493075760,0.0
1493075820,0.0
1493075880,0.0
1493075940,0.0
1493076000,0.0
1493076060,0.0
1493076120,0.0
1493076180,0.0
1493076240,0.0
1493076300,0.0
1493076360,0.0
1493076420,0.0
1493076480,0.0
1493076540,0.0
1493076600,0.0
1493076660,0.0
1493076720,0.0
1493076780,0.0
1493076840,0.0
1493076900,0.0
1493076960,0.0
1493077020,0.0
1493077080,0.0
1493077140,0.0
1493077200,0.0
1493077260,0.0
1493077320,0.0
1493077380,0.0
1493077440,0.0
1493077500,0.0
1493077560,0.0
1493077620,0.0
1493077680,0.0
1493077740,0.0
1493077800,0.0
1493077860,0.0
1493077920,0.0
1493077980,0.0
1493078040,0.0
1493078100,0.0
1493078160,0.0
1493078220,0.0
