time,elevation
1485100800,0
1485100860,0
1485100920,0
1485100980,0
1485101040,0
1485101100,0
1485101160,0
1485101220,0
1485101280,0
1485101340,0
1485101400,0
1485101460,0
1485101520,0
1485101580,0
1485101640,0
1485101700,0
1485101760,0
1485101820,0
1485101880,0
1485101940,0
1485102000,0
1485102060,0
1485102120,0
1485102180,0
1485102240,0
1485102300,0
1485102360,0
1485102420,0
1485102480,0
1485102540,0
1485102600,0
1485102660,0
1485102720,0
1485102780,0
1485102840,0
1485102900,0
1485102960,0
1485103020,0
1485103080,0
1485103140,0
1485103200,0
1485103260,0
1485103320,0
1485103380,0
1485103440,0
1485103500,0
1485103560,0
1485103620,0
1485103680,0
1485103740,0
1485103800,0
1485103860,0
1485103920,0
1485103980,0
1485104040,0
1485104100,0
1485104160,0
1485104220,0
1485104280,0
1485104340,0
1485104400,0
1485104460,0
1485104520,0
1485104580,0
1485104640,0
1485104700,0
1485104760,0
1485104820,0
1485104880,0
1485104940,0
1485105000,0
1485105060,0
1485105120,0
1485105180,0
1485105240,0
1485105300,0
1485105360,0
1485105420,0
1485105480,0
1485105540,0
1485105600,0
1485105660,0
1485105720,0
1485105780,0
1485105840,0
1485105900,0
1485105960,0
1485106020,0
1485106080,0
1485106140,0
1485106200,0
1485106260,0
1485106320,0
1485106380,0
1485106440,0
1485106500,0
1485106560,0
1485106620,0
1485106680,0
1485106740,0
1485106800,0
1485106860,0
1485106920,0
1485106980,0
1485107040,0
1485107100,0
1485107160,0
1485107220,0
1485107280,0
1485107340,0
1485107400,0
1485107460,0
1485107520,0
1485107580,0
1485107640,0
1485107700,0
1485107760,0
1485107820,0
1485107880,0
1485107940,0
1485108000,0
1485108060,0
1485108120,0
1485108180,0
1485108240,0
1485108300,0
1485108360,0
1485108420,0
1485108480,0
1485108540,0
1485108600,0
1485108660,0
1485108720,0
1485108780,0
1485108840,0
1485108900,0
1485108960,0
1485109020,0
1485109080,0
1485109140,0
1485109200,0
1485109260,0
1485109320,0
1485109380,0
1485109440,0
1485109500,0
1485109560,0
1485109620,0
1485109680,0
1485109740,0
1485109800,0
1485109860,0
1485109920,0
1485109980,0
1485110040,0
1485110100,0
1485110160,0
1485110220,0
1485110280,0
1485110340,0
1485110400,0
1485110460,0
1485110520,0
1485110580,0
1485110640,0
1485110700,0
1485110760,0
1485110820,0
1485110880,0
1485110940,0
1485111000,0
1485111060,0
1485111120,0
1485111180,0
1485111240,0
1485111300,0
1485111360,0
1485111420,0
1485111480,0
1485111540,0
1485111600,0
1485111660,0
1485111720,0
1485111780,0
1485111840,0
1485111900,0
1485111960,0
1485112020,0
1485112080,0
1485112140,0
1485112200,0
1485112260,0
1485112320,0
1485112380,0
1485112440,0
1485112500,0
1485112560,0
1485112620,0
1485112680,0
1485112740,0
1485112800,0
1485112860,0
1485112920,0
1485112980,0
1485113040,0
1485113100,0
1485113160,0
1485113220,0
1485113280,0
1485113340,0
1485113400,0
1485113460,0
1485113520,0
1485113580,0
1485113640,0
1485113700,0
1485113760,0
1485113820,0
1485113880,0
1485113940,0
1485114000,0
1485114060,0
1485114120,0
1485114180,0
1485114240,0
1485114300,0
1485114360,0
1485114420,0
1485114480,0
1485114540,0
1485114600,0
1485114660,0
1485114720,0
1485114780,0
1485114840,0
1485114900,0
1485114960,0
1485115020,0
1485115080,0
1485115140,0
1485115200,0
1485115260,0
1485115320,0
1485115380,0
1485115440,0
1485115500,0
1485115560,0
1485115620,0
1485115680,0
1485115740,0
1485115800,0
1485115860,0
1485115920,0
1485115980,0
1485116040,0
1485116100,0
1485116160,0
1485116220,0
1485116280,0
1485116340,0
1485116400,0
1485116460,0
1485116520,0
1485116580,0
1485116640,0
1485116700,0
1485116760,0
1485116820,0
1485116880,0
1485116940,0
1485117000,0
1485117060,0
1485117120,0
1485117180,0
1485117240,0
1485117300,0
1485117360,0
1485117420,0
1485117480,0
1485117540,0
1485117600,0
1485117660,0
1485117720,0
1485117780,0
1485117840,0
1485117900,0
1485117960,0
1485118020,0
1485118080,0
1485118140,0
1485118200,0
1485118260,0
1485118320,0
1485118380,0
1485118440,0
1485118500,0
1485118560,0
1485118620,0
1485118680,0
1485118740,0
1485118800,0
1485118860,0
1485118920,0
1485118980,0
1485119040,0
1485119100,0
1485119160,0
1485119220,0
1485119280,0
1485119340,0
1485119400,0
1485119460,0
1485119520,0
1485119580,0
1485119640,0
1485119700,0
1485119760,0
1485119820,0
1485119880,0
1485119940,0
1485120000,0
1485120060,0
1485120120,0
1485120180,0
1485120240,0
1485120300,0
1485120360,0
1485120420,0
1485120480,0
1485120540,0
1485120600,0
1485120660,0
1485120720,0
1485120780,0
1485120840,0
1485120900,0
1485120960,0
1485121020,0
1485121080,0
1485121140,0
1485121200,0
1485121260,0
1485121320,0
1485121380,0
1485121440,0
1485121500,0
1485121560,0
1485121620,0
1485121680,0
1485121740,0
1485121800,0
1485121860,0
1485121920,0
1485121980,0
1485122040,0
1485122100,0
1485122160,0
1485122220,0
1485122280,0
1485122340,0
1485122400,0
1485122460,0
1485122520,0
1485122580,0
1485122640,0
1485122700,0
1485122760,0
1485122820,0
1485122880,0
1485122940,0
1485123000,0
